# falldetect-gkl fd_studio v1
# label=walking
# mount=neck
# subject=s01
# started=2026-08-24T00:23:01
# units=accel milli-g, gyro deci-dps
# firmware=unknown
# notes=
seq,ax,ay,az,gx,gy,gz
47479,1008,40,-57,-7,-23,34
47480,1017,44,-32,-3,-17,30
47481,1020,54,-23,-5,-21,30
47482,1003,55,-30,-10,-27,33
47483,1009,52,-35,-10,-30,36
47484,1018,49,-46,-2,-29,37
47485,1020,56,-37,1,-30,41
47486,1012,44,-33,-3,-30,44
47487,1021,20,-48,-3,-36,44
47488,1020,23,-64,1,-36,37
47489,1021,35,-59,4,-29,31
47490,1015,39,-51,1,-23,28
47491,1019,46,-42,-3,-24,27
47492,1014,52,-53,-4,-25,28
47493,1016,46,-47,-5,-21,31
47494,1018,48,-44,-4,-18,31
47495,1011,55,-35,-5,-22,34
47496,1013,51,-39,-10,-23,39
47497,1020,47,-41,-10,-23,43
47498,1006,43,-25,-8,-24,44
47499,1012,43,-24,-11,-28,49
47500,1015,28,-38,-15,-35,51
47501,1011,35,-48,-13,-37,49
47502,1017,36,-41,-8,-35,45
47503,1021,38,-29,-9,-38,45
47504,1016,33,-44,-13,-45,44
47505,1008,36,-61,-14,-43,42
47506,1014,37,-37,-10,-38,41
47507,1017,34,-35,-8,-41,37
47508,1012,23,-50,-6,-45,31
47509,1015,18,-64,-2,-42,23
47510,1012,34,-45,7,-35,16
47511,1019,43,-20,3,-39,18
47512,1009,23,-42,-6,-49,21
47513,1010,25,-55,-7,-52,16
47514,1007,36,-56,2,-49,7
47515,1018,55,-42,10,-49,7
47516,1018,59,-41,5,-51,12
47517,1015,55,-60,-2,-51,19
47518,1009,46,-70,-3,-47,23
47519,1015,45,-65,-3,-40,24
47520,1023,40,-50,-9,-37,25
47521,1017,38,-53,-16,-35,28
47522,1015,32,-56,-13,-32,26
47523,1020,35,-57,-2,-30,23
47524,1023,51,-61,2,-30,22
47525,1014,53,-70,-7,-25,26
47526,1013,42,-63,-18,-16,32
47527,1017,40,-61,-19,-9,33
47528,1009,45,-46,-17,-5,35
47529,1015,38,-24,-20,-7,38
47530,1005,27,-32,-23,-16,37
47531,1004,34,-53,-21,-21,33
47532,1012,40,-48,-17,-17,32
47533,1015,42,-33,-18,-17,32
47534,1009,47,-32,-25,-23,35
47535,1003,55,-56,-30,-28,44
47536,1010,40,-50,-27,-24,48
47537,1017,40,-45,-21,-24,49
47538,1016,28,-45,-23,-25,49
47539,1016,21,-64,-25,-25,43
47540,1017,37,-60,-19,-23,36
47541,1023,50,-52,-20,-19,40
47542,1019,41,-53,-31,-15,48
47543,1013,30,-46,-35,-16,51
47544,1006,34,-48,-28,-17,47
47545,1016,29,-51,-22,-15,46
47546,1013,24,-46,-22,-16,44
47547,1013,38,-40,-21,-21,42
47548,1005,35,-52,-23,-22,41
47549,1012,39,-56,-24,-20,42
47550,1013,29,-53,-21,-16,41
47551,1010,28,-52,-18,-14,42
47552,1016,20,-45,-17,-16,44
47553,1008,20,-45,-11,-16,41
47554,1011,27,-42,-4,-16,37
47555,1020,31,-43,-9,-20,37
47556,1011,31,-59,-17,-22,37
47557,1014,37,-68,-16,-17,36
47558,1016,39,-60,-13,-7,37
47559,1016,44,-40,-12,-4,41
47560,1014,44,-40,-14,-10,44
47561,1015,45,-51,-13,-12,47
47562,1019,24,-53,-14,-9,50
47563,1018,17,-52,-14,-11,46
47564,1009,30,-51,-16,-10,40
47565,1008,31,-42,-19,-10,37
47566,1010,30,-42,-23,-13,35
47567,1012,34,-45,-23,-15,33
47568,1013,32,-36,-23,-16,35
47569,1012,26,-30,-25,-20,34
47570,1009,21,-41,-22,-25,29
47571,1018,38,-49,-18,-26,27
47572,1022,31,-46,-21,-24,27
47573,1017,29,-49,-25,-25,28
47574,1012,16,-55,-26,-23,25
47575,1023,14,-45,-22,-21,22
47576,1022,21,-39,-17,-23,23
47577,1014,20,-48,-15,-26,23
47578,1017,17,-63,-16,-23,23
47579,1021,21,-58,-16,-18,23
47580,1019,21,-52,-14,-16,21
47581,1014,26,-55,-11,-14,18
47582,1008,16,-45,-8,-14,16
47583,1018,20,-48,-4,-18,8
47584,1016,38,-61,-4,-18,2
47585,1026,44,-63,-7,-14,6
47586,1021,46,-68,-10,-7,12
47587,1014,42,-66,-9,-2,18
47588,1016,29,-52,-12,3,20
47589,1015,31,-26,-13,2,18
47590,1012,32,-43,-13,-3,18
47591,1016,38,-52,-12,-4,19
47592,1011,36,-42,-11,0,19
47593,1013,35,-36,-10,-1,21
47594,1006,45,-40,-11,-4,22
47595,1004,45,-41,-14,-8,24
47596,1013,41,-45,-16,-12,25
47597,1006,43,-47,-14,-13,23
47598,1016,42,-30,-11,-13,23
47599,1012,39,-30,-9,-18,23
47600,1012,45,-51,-7,-23,23
47601,1012,48,-55,-6,-23,28
47602,1017,43,-41,-9,-21,35
47603,1016,39,-49,-16,-24,39
47604,1019,30,-61,-19,-23,40
47605,1019,18,-58,-18,-16,39
47606,1022,29,-44,-16,-11,37
47607,1013,29,-47,-16,-12,38
47608,1015,27,-57,-18,-13,42
47609,1021,34,-57,-16,-8,46
47610,1024,36,-57,-15,-4,51
47611,1025,31,-56,-22,-2,54
47612,1012,13,-57,-32,-2,53
47613,1019,13,-49,-32,2,49
47614,1006,34,-48,-25,5,44
47615,1018,46,-26,-26,2,49
47616,1024,55,-36,-37,-4,59
47617,1013,44,-54,-46,-7,72
47618,1013,34,-48,-47,-1,81
47619,1016,35,-32,-44,0,85
47620,1004,40,-23,-49,-2,90
47621,971,2,0,-53,-8,89
47622,1038,59,6,-32,-26,85
47623,1017,81,-28,-49,-40,109
47624,1006,37,-53,-65,-42,143
47625,1003,7,-38,-72,-38,158
47626,1001,6,-44,-81,-37,154
47627,1012,9,-42,-79,-37,144
47628,1018,20,-35,-75,-40,136
47629,1022,22,-46,-81,-47,135
47630,1024,18,-66,-91,-49,137
47631,1022,21,-63,-107,-42,138
47632,1029,18,-52,-129,-35,138
47633,1030,11,-34,-155,-34,140
47634,1021,22,-32,-172,-40,144
47635,1008,20,-23,-181,-48,144
47636,1011,21,-23,-190,-57,149
47637,1013,14,-12,-210,-66,151
47638,1015,29,1,-228,-79,149
47639,1019,52,14,-234,-100,154
47640,1020,43,23,-235,-127,168
47641,1006,28,58,-226,-163,184
47642,985,33,86,-210,-217,197
47643,981,40,82,-188,-287,216
47644,994,37,69,-172,-362,238
47645,996,22,35,-173,-430,260
47646,1006,18,-8,-192,-478,275
47647,1015,11,-35,-247,-502,286
47648,1020,31,-32,-319,-516,299
47649,1024,39,-16,-401,-536,317
47650,1033,23,-17,-464,-565,335
47651,1026,70,33,-475,-610,351
47652,994,81,21,-445,-654,378
47653,989,62,-3,-345,-706,405
47654,991,35,-69,-226,-752,426
47655,982,-1,-99,-136,-779,440
47656,976,-42,-119,-102,-789,444
47657,979,-57,-95,-113,-800,439
47658,978,-57,-81,-140,-824,430
47659,953,-53,-74,-160,-861,421
47660,951,-41,-63,-158,-901,415
47661,971,-8,6,-140,-945,410
47662,970,66,88,-175,-1010,426
47663,974,132,148,-205,-1107,469
47664,946,171,188,-248,-1229,539
47665,939,159,165,-284,-1367,632
47666,923,189,146,-277,-1501,716
47667,926,260,108,-263,-1620,809
47668,908,304,107,-214,-1733,934
47669,853,230,87,-134,-1853,1069
47670,827,94,16,1,-1972,1166
47671,823,0,-69,200,-2062,1201
47672,836,-49,-181,424,-2112,1198
47673,841,-53,-278,690,-2129,1184
47674,829,-88,-383,923,-2112,1172
47675,867,-44,-424,1115,-2053,1147
47676,904,167,-438,1327,-1991,1145
47677,896,214,-437,1498,-1954,1234
47678,847,103,-505,1573,-1927,1357
47679,821,3,-624,1629,-1878,1443
47680,846,-67,-669,1688,-1792,1497
47681,840,-79,-707,1706,-1681,1528
47682,874,99,-647,1799,-1569,1548
47683,892,352,-679,1834,-1500,1655
47684,844,308,-860,1755,-1408,1875
47685,840,213,-906,1526,-1218,2091
47686,790,116,-942,1283,-995,2287
47687,780,28,-873,1071,-749,2449
47688,734,-142,-847,922,-520,2558
47689,788,-223,-799,909,-249,2549
47690,640,-130,-575,1043,-65,2538
47691,647,-87,-331,1144,49,2646
47692,659,-345,-108,1117,63,2792
47693,608,-659,-94,967,11,2841
47694,535,-844,-59,860,-40,2768
47695,508,-747,-78,847,-75,2597
47696,490,-622,-111,888,-92,2461
47697,509,-554,-150,959,-88,2391
47698,469,-515,-160,1103,-70,2364
47699,517,-456,-153,1275,128,2368
47700,687,-473,17,1376,107,2439
47701,622,-440,-63,1409,-74,2503
47702,490,-291,-255,1417,-219,2599
47703,371,-247,-440,1455,-245,2779
47704,338,-428,-590,1482,-189,3008
47705,320,-648,-514,1548,-88,3169
47706,335,-880,-404,1584,-30,3241
47707,290,-1055,-424,1607,-9,3230
47708,332,-1118,-546,1608,-6,3173
47709,239,-1150,-664,1563,77,3110
47710,249,-1262,-631,1552,218,3024
47711,237,-1361,-439,1507,322,2881
47712,255,-1426,-325,1331,345,2706
47713,260,-1365,-284,1075,332,2505
47714,339,-1103,-204,957,303,2309
47715,299,-892,-224,923,259,2218
47716,284,-814,-257,1012,240,2214
47717,192,-842,-225,1101,252,2254
47718,196,-973,-195,1078,270,2273
47719,186,-1059,-159,998,299,2240
47720,127,-1132,-68,861,303,2168
47721,74,-1150,-45,715,282,2054
47722,139,-1134,-61,561,247,1942
47723,183,-1134,-66,478,214,1830
47724,154,-1156,-124,446,190,1729
47725,117,-1190,-203,357,194,1636
47726,138,-1179,-257,261,221,1549
47727,137,-1154,-233,228,259,1477
47728,68,-1205,-196,205,276,1430
47729,64,-1391,-148,180,266,1372
47730,34,-1490,-157,151,242,1245
47731,62,-1433,-118,182,210,1071
47732,60,-1373,-50,251,142,913
47733,36,-1415,-78,305,46,763
47734,44,-1375,-117,322,-35,600
47735,52,-1290,-163,326,-85,459
47736,82,-1236,-197,318,-103,357
47737,72,-1181,-198,317,-101,273
47738,64,-1084,-217,301,-88,205
47739,95,-996,-202,284,-61,170
47740,145,-918,-160,262,-39,171
47741,152,-900,-120,226,-37,202
47742,142,-968,-115,169,-46,231
47743,128,-999,-110,126,-59,225
47744,148,-955,-142,86,-70,204
47745,182,-915,-161,60,-72,199
47746,183,-868,-180,35,-59,219
47747,165,-854,-178,18,-51,261
47748,153,-903,-176,0,-41,310
47749,142,-961,-180,-10,-32,340
47750,144,-966,-166,2,-30,348
47751,133,-979,-161,16,-37,357
47752,144,-1012,-181,2,-44,361
47753,148,-1026,-214,-8,-45,354
47754,141,-1037,-235,-23,-37,340
47755,145,-1036,-220,-42,-18,324
47756,125,-1007,-189,-47,-2,310
47757,121,-1005,-187,-61,4,301
47758,135,-976,-168,-46,8,291
47759,106,-918,-158,-12,4,296
47760,105,-872,-116,34,-5,326
47761,121,-914,-127,75,-22,364
47762,115,-962,-98,140,-50,378
47763,114,-967,-96,187,-81,377
47764,113,-963,-143,211,-102,373
47765,112,-963,-162,235,-112,369
47766,111,-960,-182,254,-110,372
47767,111,-963,-188,260,-94,375
47768,114,-950,-183,259,-71,383
47769,106,-993,-149,258,-53,390
47770,87,-1028,-124,254,-50,380
47771,72,-998,-108,267,-63,356
47772,68,-949,-118,285,-75,351
47773,63,-921,-111,327,-89,369
47774,69,-963,-105,330,-108,397
47775,70,-1052,-138,304,-125,401
47776,54,-1070,-158,279,-126,374
47777,49,-1060,-183,251,-107,338
47778,43,-1067,-182,224,-81,306
47779,40,-1100,-191,167,-61,274
47780,39,-1104,-166,103,-38,228
47781,38,-1069,-154,62,-22,180
47782,41,-1054,-138,30,-10,145
47783,47,-1055,-121,-9,-2,114
47784,44,-1053,-107,-49,0,79
47785,48,-1003,-97,-70,0,54
47786,52,-958,-87,-79,-5,51
47787,42,-983,-90,-102,-14,64
47788,20,-1019,-96,-134,-22,67
47789,37,-1006,-90,-153,-32,56
47790,58,-973,-115,-140,-44,46
47791,60,-936,-142,-102,-55,54
47792,52,-962,-179,-77,-54,77
47793,46,-1004,-183,-76,-42,93
47794,49,-1033,-172,-93,-23,88
47795,47,-1033,-163,-111,-9,70
47796,57,-987,-141,-117,0,56
47797,64,-964,-134,-117,0,54
47798,63,-972,-139,-123,-3,59
47799,69,-963,-143,-131,-4,60
47800,76,-954,-144,-133,-1,62
47801,55,-936,-135,-131,-3,67
47802,60,-941,-139,-147,-3,84
47803,68,-961,-142,-169,-2,100
47804,63,-997,-148,-188,-4,105
47805,60,-1019,-153,-202,-7,96
47806,45,-1042,-163,-210,-5,76
47807,37,-1054,-161,-213,-3,49
47808,41,-1026,-160,-209,-3,25
47809,41,-989,-154,-203,-2,12
47810,45,-968,-160,-189,-1,13
47811,24,-950,-155,-167,-1,29
47812,25,-972,-143,-157,-1,50
47813,39,-996,-152,-142,-7,58
47814,20,-1019,-163,-126,-15,52
47815,15,-1008,-172,-117,-17,41
47816,40,-982,-185,-105,-11,32
47817,33,-963,-166,-81,-3,36
47818,35,-977,-162,-65,0,41
47819,32,-1002,-147,-59,-4,39
47820,37,-993,-152,-58,-8,30
47821,57,-964,-157,-58,-11,25
47822,48,-955,-165,-53,-16,29
47823,38,-947,-176,-46,-15,39
47824,53,-950,-171,-35,-7,49
47825,65,-954,-159,-28,-9,60
47826,36,-940,-151,-1,-19,71
47827,42,-931,-163,10,-28,89
47828,54,-960,-171,1,-29,108
47829,51,-990,-172,-6,-28,113
47830,54,-989,-178,-6,-29,107
47831,47,-977,-192,-1,-30,104
47832,49,-998,-196,-4,-26,104
47833,37,-1013,-209,-14,-20,100
47834,36,-1023,-204,-31,-8,89
47835,37,-1003,-199,-35,1,76
47836,35,-994,-191,-32,6,72
47837,33,-1024,-185,-32,9,70
47838,40,-1015,-192,-30,12,57
47839,39,-965,-173,-9,13,49
47840,37,-947,-167,21,7,58
47841,29,-979,-165,39,-1,71
47842,32,-1005,-173,42,-4,74
47843,40,-984,-168,42,-2,69
47844,40,-950,-152,44,0,65
47845,37,-935,-139,53,-4,74
47846,29,-958,-147,53,-11,88
47847,29,-967,-136,58,-16,95
47848,47,-962,-131,58,-25,104
47849,23,-956,-137,57,-36,111
47850,36,-969,-157,50,-44,116
47851,42,-988,-179,44,-48,119
47852,39,-1002,-196,39,-42,118
47853,21,-996,-194,27,-29,114
47854,41,-958,-184,28,-16,110
47855,45,-915,-174,47,-13,123
47856,28,-928,-190,56,-16,157
47857,26,-974,-185,52,-12,186
47858,25,-1013,-175,44,-7,190
47859,15,-1005,-166,37,-7,177
47860,14,-983,-180,36,-7,165
47861,21,-981,-185,32,-4,165
47862,15,-1006,-188,22,4,167
47863,16,-1023,-171,22,11,161
47864,2,-1019,-162,17,16,149
47865,-3,-1039,-155,15,16,136
47866,0,-1030,-162,11,15,116
47867,-5,-992,-172,0,18,102
47868,5,-944,-169,-14,26,105
47869,1,-932,-155,-12,33,125
47870,-7,-971,-150,-18,37,151
47871,-2,-986,-159,-24,39,161
47872,4,-962,-144,-14,41,163
47873,14,-916,-125,21,33,175
47874,-150,-512,192,340,39,234
47875,-16,-816,14,240,42,427
47876,34,-1158,-133,72,2,500
47877,-11,-1213,-100,72,-26,407
47878,9,-1127,-193,94,-44,282
47879,-3,-990,-233,85,-38,223
47880,5,-967,-226,47,-7,224
47881,-1,-928,-205,41,22,238
47882,-5,-953,-162,14,26,271
47883,-24,-1012,-130,16,18,287
47884,-26,-1077,-174,7,7,274
47885,-21,-1110,-207,-2,-10,234
47886,-38,-1142,-205,-22,-6,175
47887,-41,-1142,-221,-53,8,107
47888,-56,-1095,-219,-74,25,44
47889,-55,-1058,-191,-93,42,2
47890,-77,-1018,-168,-105,53,-18
47891,-59,-1005,-146,-123,60,-23
47892,-54,-990,-133,-121,56,-24
47893,-40,-959,-145,-105,44,-21
47894,-117,-721,-54,42,56,0
47895,-5,-890,-104,14,45,99
47896,-5,-1109,-152,-23,4,130
47897,-25,-1042,-124,28,-13,69
47898,-32,-958,-143,47,-24,28
47899,-28,-929,-143,22,-19,32
47900,-25,-927,-126,-2,-15,54
47901,-20,-958,-103,-12,-25,70
47902,-25,-984,-120,-12,-42,68
47903,-18,-973,-144,-4,-54,62
47904,-14,-983,-171,-7,-60,60
47905,-22,-1005,-186,-23,-56,58
47906,-23,-1014,-203,-40,-44,49
47907,-15,-1020,-203,-53,-35,36
47908,-21,-1015,-209,-56,-28,25
47909,-26,-1032,-209,-57,-22,15
47910,-34,-1048,-205,-61,-18,-1
47911,-24,-1050,-211,-67,-14,-25
47912,-29,-1012,-202,-60,-4,-46
47913,-24,-977,-185,-50,1,-51
47914,-16,-978,-179,-47,3,-45
47915,-21,-983,-176,-38,1,-42
47916,-41,-981,-169,-39,0,-42
47917,-32,-965,-161,-51,4,-41
47918,-33,-968,-143,-57,4,-35
47919,-41,-974,-154,-64,0,-27
47920,-41,-988,-156,-64,0,-23
47921,-18,-965,-154,-54,0,-23
47922,-15,-913,-154,-28,-4,-16
47923,-16,-930,-159,-4,-11,10
47924,-20,-950,-184,3,-12,35
47925,3,-959,-176,7,-6,47
47926,-4,-962,-163,17,-5,56
47927,-8,-960,-167,28,-9,62
47928,0,-944,-172,36,-14,67
47929,-16,-953,-182,42,-15,77
47930,-4,-972,-182,33,-11,87
47931,-1,-995,-186,18,-7,89
47932,-14,-1001,-179,2,-3,81
47933,-24,-999,-166,-5,-1,70
47934,-14,-991,-157,-8,0,60
47935,-21,-982,-153,-1,-11,53
47936,-31,-986,-169,7,-21,52
47937,-32,-1006,-184,4,-23,50
47938,-33,-1011,-201,-4,-17,43
47939,-38,-1002,-195,-16,-9,33
47940,-43,-988,-188,-28,0,29
47941,-40,-1004,-178,-38,7,30
47942,-38,-1008,-151,-25,7,25
47943,-23,-980,-147,-1,-7,18
47944,-27,-952,-180,23,-20,23
47945,-25,-955,-203,39,-18,38
47946,-24,-960,-195,38,-5,51
47947,-17,-939,-178,44,4,61
47948,-20,-914,-162,59,3,82
47949,-48,-942,-157,64,0,109
47950,-29,-968,-169,59,1,127
47951,-25,-975,-163,56,1,136
47952,-29,-955,-162,59,0,142
47953,38,-898,-238,79,0,157
47954,28,-670,-193,89,-23,283
47955,-8,-1093,-84,36,-11,387
47956,-17,-1133,-140,84,-16,334
47957,-81,-1085,-192,133,-35,250
47958,-36,-963,-272,126,-12,210
47959,-29,-836,-252,100,28,239
47960,-26,-855,-172,81,51,310
47961,-62,-911,-131,99,53,369
47962,-63,-979,-138,123,44,403
47963,-53,-1013,-151,147,32,404
47964,-57,-1032,-191,143,18,390
47965,-57,-995,-213,158,15,368
47966,-69,-950,-228,149,30,366
47967,-82,-905,-186,152,56,392
47968,-67,-888,-152,154,79,434
47969,-78,-892,-131,158,83,483
47970,-93,-894,-118,174,75,536
47971,-82,-891,-100,217,63,582
47972,-70,-899,-139,251,45,619
47973,-79,-891,-174,288,32,656
47974,-87,-882,-170,342,37,695
47975,-104,-890,-170,378,59,739
47976,-101,-912,-192,371,72,790
47977,-99,-883,-172,365,95,835
47978,-101,-826,-149,375,116,889
47979,-91,-804,-152,388,119,955
47980,-95,-809,-132,420,121,1033
47981,-106,-855,-136,450,130,1106
47982,-125,-894,-117,483,130,1143
47983,-117,-889,-110,527,116,1162
47984,-154,-916,-89,570,100,1177
47985,-153,-958,-92,593,91,1190
47986,-173,-1007,-90,599,88,1179
47987,-210,-1014,-80,593,87,1143
47988,-214,-1019,-61,568,86,1102
47989,-193,-1057,-78,536,79,1057
47990,-219,-1026,-93,517,74,1017
47991,-249,-999,-100,452,87,991
47992,-253,-983,-131,387,112,969
47993,-238,-882,-103,452,135,959
47994,-223,-772,-48,605,146,1004
47995,-265,-833,18,697,111,1087
47996,-297,-943,-6,734,67,1124
47997,-295,-980,-69,717,32,1128
47998,-303,-1016,-138,668,40,1118
47999,-321,-1016,-125,641,67,1100
48000,-341,-984,-99,637,92,1068
48001,-377,-927,-102,645,115,1049
48002,-391,-903,-10,662,144,1051
48003,-346,-876,-6,625,161,1066
48004,-403,-905,-44,533,156,1101
48005,-400,-924,-55,547,170,1120
48006,-401,-935,-27,625,190,1115
48007,-408,-961,-10,641,191,1099
48008,-399,-910,0,630,193,1075
48009,-416,-856,65,572,188,1069
48010,-345,-780,85,589,151,1088
48011,-384,-810,31,627,114,1141
48012,-399,-817,36,616,81,1173
48013,-459,-884,-20,523,58,1204
48014,-485,-894,-11,471,48,1197
48015,-518,-956,-100,401,79,1206
48016,-512,-1017,-163,254,168,1201
48017,-546,-1074,-49,187,243,1150
48018,-556,-1054,143,176,266,1063
48019,-493,-1027,90,127,263,1003
48020,-539,-948,96,130,204,935
48021,-554,-939,100,247,145,893
48022,-524,-841,80,314,111,837
48023,-547,-812,76,330,93,815
48024,-569,-804,110,323,61,824
48025,-554,-867,39,231,23,856
48026,-570,-922,2,212,-4,859
48027,-573,-922,24,268,-11,830
48028,-584,-866,-20,270,-7,794
48029,-560,-790,-9,270,9,793
48030,-602,-896,-34,242,27,805
48031,-597,-978,-40,215,44,777
48032,-596,-986,-88,191,81,726
48033,-599,-999,-75,125,128,673
48034,-624,-1004,55,139,154,597
48035,-612,-958,106,145,147,519
48036,-592,-895,184,186,100,450
48037,-569,-835,159,235,35,404
48038,-562,-813,106,254,-21,387
48039,-562,-821,2,252,-46,382
48040,-573,-817,-47,293,-30,385
48041,-551,-780,-48,333,4,392
48042,-557,-798,-32,330,42,408
48043,-568,-825,15,306,77,417
48044,-568,-841,75,293,92,409
48045,-588,-855,117,305,79,389
48046,-582,-857,103,315,54,361
48047,-584,-819,97,332,29,331
48048,-600,-804,81,348,11,314
48049,-605,-803,49,340,5,306
48050,-623,-786,48,326,20,301
48051,-629,-780,54,312,39,303
48052,-648,-794,81,329,51,314
48053,-653,-819,104,366,44,317
48054,-657,-840,101,378,25,311
48055,-655,-870,66,373,7,295
48056,-654,-872,67,389,0,265
48057,-650,-855,66,418,-2,230
48058,-651,-817,33,447,-4,203
