# falldetect-gkl fd_studio v1
# label=walking
# mount=neck
# subject=s01
# started=2026-09-20T22:47:24
# units=accel milli-g, gyro deci-dps
# firmware=unknown
# notes=
seq,ax,ay,az,gx,gy,gz
66036,246,15,994,9,20,-27
66037,243,15,999,7,13,-12
66038,236,11,996,4,-6,1
66039,243,12,993,0,-23,6
66040,238,10,992,-1,-38,14
66041,231,8,986,-2,-45,20
66042,240,8,978,0,-38,18
66043,238,5,985,2,-21,18
66044,225,3,1000,3,-10,7
66045,238,5,997,0,-14,-13
66046,247,18,988,-6,-24,-16
66047,244,9,987,-6,-31,-4
66048,233,3,986,-4,-32,-3
66049,230,7,983,-2,-26,-18
66050,241,15,990,0,-14,-36
66051,243,12,991,4,-7,-47
66052,271,23,989,0,-5,-39
66053,238,7,992,2,-16,0
66054,241,20,986,0,-15,-9
66055,331,133,1032,-62,-61,-212
66056,357,122,1026,-175,-159,-602
66057,402,83,1034,-261,-237,-835
66058,330,128,1072,-294,-277,-952
66059,330,104,1110,-274,-285,-1066
66060,275,102,1006,-277,-307,-1040
66061,215,151,810,-401,-335,-1036
66062,217,10,790,-515,-32,-865
66063,128,109,987,-222,-334,-814
66064,244,27,974,-115,-219,-737
66065,193,-19,939,-105,-134,-620
66066,128,123,1266,-289,329,-427
66067,175,53,916,-100,-86,-317
66068,210,-17,987,-478,329,-77
66069,202,-5,933,-180,131,15
66070,244,-2,952,249,-409,-21
66071,217,30,910,-95,207,196
66072,250,-101,891,39,110,177
66073,270,-55,1439,242,-144,173
66074,221,-56,905,31,-74,158
66075,218,-79,927,130,-92,202
66076,248,-97,953,114,53,272
66077,211,-63,955,89,140,234
66078,226,-66,943,80,179,65
66079,223,-47,919,71,262,-30
66080,254,-45,959,71,291,-40
66081,344,-259,1074,100,225,-5
66082,188,13,1015,45,81,8
66083,246,18,1010,1,0,-25
66084,264,23,990,-11,-42,-17
66085,249,7,994,-17,-73,18
66086,233,2,981,-15,-81,28
66087,250,5,974,-6,-55,20
66088,247,10,982,4,-22,16
66089,243,3,986,11,4,14
66090,239,4,999,10,5,13
66091,243,10,1014,0,-32,19
66092,241,9,991,-15,-79,25
66093,252,7,973,-12,-72,24
66094,251,-2,985,3,-36,37
66095,247,8,997,6,-28,41
66096,244,1,996,1,-49,53
66097,248,22,996,-9,-73,42
66098,243,11,992,-17,-88,32
66099,249,13,976,-16,-90,33
66100,253,1,971,-6,-57,27
66101,249,6,985,9,-9,19
66102,250,15,992,15,12,16
66103,250,8,1006,11,-2,16
66104,243,6,1006,-3,-45,21
66105,247,7,984,-17,-81,24
66106,245,9,977,-19,-87,24
66107,254,2,977,-12,-69,25
66108,249,5,993,-3,-47,26
66109,244,5,976,0,-34,24
66110,248,2,984,7,-10,18
66111,247,11,989,18,11,16
66112,243,4,1005,16,9,18
66113,247,14,1011,2,-25,20
66114,248,13,991,-11,-67,23
66115,255,6,961,-10,-69,27
66116,256,0,960,4,-29,24
66117,252,0,985,18,14,18
66118,245,8,1003,19,17,18
66119,250,4,1011,6,-24,30
66120,247,5,997,0,-70,67
66121,247,0,977,10,-86,124
66122,236,-5,973,31,-72,178
66123,237,2,1021,42,-65,198
66124,231,-9,999,44,-61,208
66125,236,-12,983,37,-56,210
66126,248,-48,974,56,-13,228
66127,215,4,981,79,39,310
66128,211,3,945,111,107,390
66129,235,16,941,128,120,335
66130,293,37,978,55,72,71
66131,265,22,984,56,64,95
66132,242,-2,1009,73,77,175
66133,237,16,1002,71,70,168
66134,248,-4,990,50,51,130
66135,256,9,1010,46,33,114
66136,252,10,1019,44,18,112
66137,246,-2,976,35,3,100
66138,256,23,996,19,-14,50
66139,254,30,979,4,-14,-1
66140,255,14,976,6,12,-28
66141,245,13,979,17,38,-26
66142,243,14,994,20,42,-16
66143,255,11,1005,14,14,-1
66144,239,13,999,1,-24,6
66145,241,8,983,-4,-40,7
66146,255,11,991,0,-25,0
66147,239,10,998,3,-21,14
66148,243,7,983,0,-33,18
66149,239,9,982,0,-23,12
66150,234,0,981,5,0,-5
66151,238,7,983,11,25,-32
66152,247,20,992,14,39,-42
66153,247,17,998,12,30,-32
66154,244,12,997,7,10,-17
66155,243,11,995,4,-3,-12
66156,238,7,992,2,-8,-13
66157,245,14,994,0,-15,-4
66158,241,17,994,-1,-27,6
66159,239,7,996,-4,-39,15
66160,243,7,991,-6,-46,16
66161,248,7,987,-6,-42,14
66162,241,7,986,-4,-36,14
66163,242,13,994,-1,-28,14
66164,241,10,990,0,-29,16
66165,240,10,993,0,-31,18
66166,246,6,991,0,-32,18
66167,249,12,990,-2,-35,16
66168,251,6,996,-2,-35,18
66169,246,11,991,0,-32,21
66170,239,8,987,2,-30,21
66171,245,10,994,0,-35,21
66172,251,6,994,-4,-42,23
66173,248,10,986,-7,-47,25
66174,249,3,991,-4,-45,30
66175,248,6,986,-4,-30,32
66176,235,5,985,-4,-7,28
66177,237,0,986,-2,5,14
66178,235,4,987,7,2,-2
66179,243,8,978,26,-11,-8
66180,244,8,988,11,-1,-1
66181,242,8,997,2,-18,16
66182,246,13,991,-2,-43,28
66183,243,10,986,-3,-51,32
66184,244,7,985,0,-43,34
66185,240,10,986,4,-28,30
66186,241,4,992,6,-17,18
66187,243,7,990,7,-14,11
66188,253,9,988,7,-9,11
66189,247,7,996,9,-8,14
66190,245,9,993,4,-20,16
66191,243,7,988,0,-32,19
66192,248,7,987,0,-30,18
66193,247,4,986,4,-22,19
66194,242,6,993,6,-17,17
66195,245,8,988,4,-18,16
66196,241,3,985,4,-21,12
66197,246,5,982,2,-18,6
66198,239,6,988,4,-7,0
66199,242,6,994,9,6,-2
66200,247,11,996,11,4,0
66201,246,10,995,6,-8,4
66202,246,5,993,2,-20,10
66203,244,5,992,2,-28,16
66204,243,4,985,1,-30,17
66205,244,9,985,1,-30,18
66206,243,10,991,1,-27,19
66207,242,6,993,2,-26,16
66208,241,12,988,3,-23,15
66209,235,8,992,2,-20,11
66210,244,12,981,2,-19,8
66211,241,15,987,2,-18,5
66212,235,12,990,2,-11,0
66213,239,15,986,4,-5,-4
66214,239,4,990,4,-1,-10
66215,246,10,993,4,-2,-12
66216,247,13,990,3,-10,-8
66217,243,14,990,0,-19,-4
66218,236,12,987,-1,-23,-4
66219,249,5,988,-2,-22,-9
66220,243,9,984,-1,-19,-13
66221,243,3,987,1,-11,-17
66222,242,8,991,1,-4,-18
66223,242,11,989,1,-4,-20
66224,242,14,992,0,-8,-23
66225,241,15,992,0,-11,-25
66226,248,11,993,-3,-14,-21
66227,237,18,985,-4,-23,-18
66228,248,11,990,-8,-31,-18
66229,240,10,992,-9,-33,-20
66230,241,6,990,-10,-29,-23
66231,242,7,982,-9,-25,-25
66232,243,11,995,-3,-19,-25
66233,234,4,992,0,-12,-26
66234,237,2,992,2,-9,-34
66235,242,8,995,5,-11,-44
66236,247,8,993,0,-12,-44
66237,250,13,994,-3,-16,-33
66238,256,13,995,-4,-21,-20
66239,255,12,989,-2,-29,-2
66240,244,10,988,-3,-37,12
66241,240,6,987,-3,-43,17
66242,239,9,985,-4,-43,18
66243,243,12,985,-1,-36,18
66244,241,9,990,0,-30,16
66245,243,8,989,1,-23,11
66246,243,9,989,2,-17,4
66247,241,8,984,2,-15,0
66248,247,8,985,2,-16,-2
66249,246,5,990,2,-18,-3
66250,247,8,989,0,-21,0
66251,244,14,992,0,-26,5
66252,244,8,990,0,-31,14
66253,247,10,994,-1,-36,18
66254,245,17,992,-1,-42,19
66255,245,9,987,-2,-42,20
66256,246,14,987,-1,-38,19
66257,243,8,984,1,-31,20
66258,247,6,987,3,-23,18
66259,243,5,990,6,-16,18
66260,244,6,989,7,-16,18
66261,243,9,989,4,-21,18
66262,245,13,991,1,-28,19
66263,249,5,987,0,-31,21
66264,251,9,982,2,-28,21
66265,245,3,995,4,-21,22
66266,241,5,990,7,-15,24
66267,250,5,989,8,-16,25
66268,241,-1,991,7,-18,32
66269,239,6,999,9,-23,39
66270,254,16,989,2,-25,23
66271,249,13,989,2,-23,19
66272,243,8,994,6,-17,18
66273,249,8,992,5,-16,16
66274,248,9,987,3,-20,16
66275,247,10,989,2,-28,18
66276,252,11,988,1,-31,19
66277,247,7,987,2,-28,18
66278,247,11,987,2,-23,17
66279,246,7,989,3,-20,16
66280,245,12,988,4,-19,15
66281,244,8,985,2,-18,14
66282,244,8,985,2,-18,11
66283,248,8,987,3,-14,9
66284,249,11,991,5,-8,6
66285,245,5,989,7,-7,7
66286,243,8,996,5,-10,6
66287,247,9,987,5,-12,4
66288,247,5,983,6,-7,2
66289,240,10,986,9,-3,4
66290,240,3,990,8,-2,5
66291,248,10,1000,5,-8,9
66292,238,7,993,4,-19,13
66293,245,9,991,2,-26,17
66294,242,6,992,2,-23,18
66295,242,7,988,4,-18,16
66296,241,9,988,5,-15,14
66297,243,10,997,5,-14,11
66298,249,14,989,4,-16,11
66299,242,8,993,5,-16,14
66300,239,13,985,4,-18,16
66301,244,12,993,4,-20,17
66302,244,10,985,2,-23,17
66303,250,13,987,2,-23,19
66304,246,9,987,3,-23,19
66305,241,7,983,3,-23,19
66306,247,9,984,5,-16,16
66307,250,9,1006,7,-14,17
66308,242,9,999,-3,-44,23
66309,252,8,980,-10,-62,27
66310,254,14,971,-5,-48,34
66311,239,0,977,7,-15,35
66312,247,7,994,16,6,20
66313,247,5,1009,9,-4,16
66314,243,8,997,-2,-34,20
66315,247,14,981,-8,-56,26
66316,255,4,981,-3,-47,31
66317,244,6,984,7,-25,34
66318,239,10,993,10,-12,28
66319,244,12,991,5,-16,20
66320,249,5,997,0,-29,18
66321,245,7,978,0,-32,19
66322,247,4,984,4,-20,18
66323,249,5,993,8,-9,18
66324,245,10,999,8,-10,17
66325,242,13,992,5,-18,18
66326,251,10,983,2,-26,18
66327,248,14,981,2,-29,18
66328,246,7,983,4,-23,20
66329,247,6,991,5,-18,18
66330,247,14,988,6,-15,18
66331,243,9,991,6,-17,18
66332,246,7,990,4,-19,16
66333,245,6,985,4,-21,16
66334,243,9,992,4,-21,19
66335,248,12,990,4,-18,19
66336,245,10,988,4,-16,18
66337,245,11,996,7,-16,18
66338,246,5,987,6,-14,20
66339,243,6,993,6,-16,18
66340,253,11,994,4,-21,18
66341,245,7,990,4,-20,18
66342,246,5,989,7,-14,18
66343,248,9,986,9,-11,18
66344,243,10,993,7,-14,18
66345,244,8,989,4,-20,18
66346,249,12,989,3,-25,18
66347,248,1,989,2,-25,19
66348,247,8,986,4,-18,18
66349,246,7,989,8,-12,18
66350,245,9,985,5,-14,18
66351,247,9,997,4,-20,19
66352,244,12,997,2,-24,20
66353,247,7,989,3,-25,21
66354,246,6,985,4,-22,24
66355,242,11,985,6,-22,28
66356,247,5,994,5,-27,26
66357,256,13,986,3,-29,27
66358,244,9,989,4,-30,32
66359,252,8,987,7,-35,39
66360,248,8,987,6,-42,42
66361,245,9,992,0,-45,38
66362,246,7,987,-1,-45,33
66363,245,4,981,2,-38,36
66364,248,2,987,6,-32,37
66365,242,5,983,7,-24,34
66366,249,10,984,5,-23,27
66367,249,11,984,4,-25,25
66368,246,7,988,4,-25,27
66369,243,9,990,3,-27,25
66370,250,5,992,3,-23,21
66371,249,13,990,3,-21,19
66372,244,3,991,4,-20,20
66373,251,13,988,4,-23,21
66374,247,10,982,2,-26,18
66375,244,6,984,2,-26,21
66376,251,11,988,5,-21,23
66377,242,6,977,9,-12,21
66378,245,4,989,10,-9,21
66379,244,7,993,7,-15,19
66380,242,10,988,5,-20,21
66381,249,3,994,4,-24,25
66382,246,2,990,3,-24,31
66383,241,6,989,5,-21,38
66384,243,8,982,6,-16,35
66385,252,6,984,8,-11,28
66386,247,11,991,9,-4,22
66387,244,9,990,11,-2,20
66388,244,7,985,9,-10,21
66389,248,10,988,7,-16,22
66390,245,10,986,6,-19,24
66391,247,13,988,7,-19,27
66392,244,10,993,10,-18,32
66393,241,0,986,13,-16,49
66394,230,-4,982,18,-9,86
66395,248,0,978,26,-19,93
66396,257,14,973,14,-22,57
66397,257,19,975,12,-13,25
66398,252,7,983,21,6,23
66399,240,2,991,31,14,37
66400,234,0,1005,31,5,36
66401,244,-11,977,31,-9,46
66402,240,-20,988,39,-16,98
66403,224,-49,998,49,-8,192
66404,207,-8,976,66,-4,281
66405,213,1,960,76,-21,326
66406,254,10,1014,94,-11,303
66407,268,-76,942,84,19,362
66408,223,-27,964,114,91,411
66409,215,-40,962,77,116,332
66410,251,-28,1069,98,85,291
66411,254,0,1027,111,84,307
66412,253,30,926,99,100,207
66413,263,13,977,100,103,168
66414,266,41,1062,112,108,189
66415,272,9,1081,91,58,182
66416,226,22,930,44,25,158
66417,241,77,989,24,-14,141
66418,261,42,992,25,-55,156
66419,241,-34,996,38,-81,193
66420,223,-16,1005,34,-79,223
66421,209,10,923,9,-74,191
66422,229,34,955,27,-77,172
66423,255,-31,929,3,-40,58
66424,256,-37,983,3,-14,83
66425,221,-8,998,28,32,158
66426,215,59,1072,64,7,118
66427,242,70,1016,53,-1,84
66428,263,28,982,35,14,90
66429,263,17,1017,40,16,131
66430,237,37,1018,35,-5,172
66431,238,69,1010,23,-44,148
66432,260,48,1014,-2,-92,70
66433,260,0,981,4,-90,58
66434,239,-13,993,16,-61,112
66435,236,24,1067,33,-67,119
66436,246,1,987,2,-66,37
66437,244,30,970,-12,-54,-5
66438,258,-10,983,-4,-31,21
66439,237,24,1010,8,-22,60
66440,236,0,1014,7,-30,46
66441,245,-14,956,-2,-38,32
66442,246,-22,960,-4,-42,58
66443,228,0,950,4,-43,106
66444,244,37,1043,22,-46,128
66445,237,6,953,14,-35,102
66446,257,28,991,14,-29,78
66447,249,31,994,18,-18,60
66448,244,21,966,23,-14,43
66449,246,17,996,13,-6,12
66450,239,22,991,9,-2,-1
66451,243,34,989,4,-4,-12
66452,246,20,983,4,-11,-1
66453,249,22,993,4,-18,9
66454,243,21,995,4,-26,15
66455,242,18,991,1,-32,18
66456,243,10,989,1,-35,18
66457,243,7,976,0,-32,19
66458,247,9,989,3,-26,18
66459,243,7,996,4,-19,17
66460,244,4,986,6,-14,17
66461,245,15,987,5,-16,16
66462,244,9,991,3,-23,18
66463,243,7,989,3,-27,18
66464,244,3,990,2,-26,18
66465,248,10,990,4,-21,17
66466,241,2,994,3,-16,14
66467,243,5,995,4,-15,14
66468,246,10,991,3,-18,13
66469,245,8,988,3,-21,12
66470,239,7,990,4,-20,13
66471,234,7,989,3,-16,11
66472,243,10,992,4,-14,10
66473,241,9,987,7,-14,9
66474,246,9,990,7,-13,9
66475,243,14,996,7,-13,10
66476,250,14,993,5,-12,11
66477,243,12,999,6,-16,14
66478,245,12,983,4,-20,14
66479,245,10,990,2,-25,17
66480,247,5,984,1,-28,18
66481,247,4,989,2,-25,19
66482,240,9,990,4,-21,18
66483,248,8,990,5,-18,17
66484,246,9,987,6,-17,17
66485,250,2,987,5,-19,18
66486,245,9,982,4,-19,18
66487,241,9,992,4,-21,17
66488,239,8,991,6,-17,18
66489,240,4,989,7,-13,18
66490,242,10,993,7,-15,18
66491,240,9,996,5,-21,19
66492,244,5,993,2,-26,18
66493,242,10,987,2,-28,19
66494,243,5,990,4,-24,19
66495,239,10,997,4,-21,18
66496,239,7,988,4,-20,19
66497,241,9,994,4,-21,20
66498,248,5,984,3,-23,20
66499,244,4,990,2,-25,19
66500,240,7,988,5,-20,17
66501,247,9,984,7,-10,18
66502,243,12,992,9,-4,17
66503,242,9,1000,8,-9,17
66504,247,8,994,4,-22,18
66505,243,3,989,2,-32,20
66506,250,8,985,0,-32,20
66507,242,10,987,2,-25,19
66508,245,7,993,5,-15,18
66509,243,8,993,7,-11,18
66510,248,10,990,5,-14,18
66511,245,11,990,5,-18,18
66512,242,14,992,3,-23,18
66513,245,7,989,2,-27,18
66514,243,7,991,1,-26,18
66515,241,11,981,2,-24,18
66516,245,6,995,4,-18,18
66517,245,9,992,6,-17,18
66518,234,11,1005,3,-25,17
66519,237,8,990,0,-40,19
66520,250,9,978,-1,-41,19
66521,248,5,982,4,-21,18
66522,244,9,990,9,-3,16
66523,242,12,996,10,-2,18
66524,241,12,984,9,-7,18
66525,241,11,996,6,-18,18
66526,247,5,988,0,-33,18
66527,245,4,986,0,-38,20
66528,245,7,981,2,-24,18
66529,247,8,993,9,-7,18
66530,244,7,991,9,-4,17
66531,244,11,992,3,-25,19
66532,245,10,987,-3,-45,21
66533,245,10,977,-1,-37,20
66534,242,8,985,7,-7,17
66535,243,14,993,14,11,16
66536,244,8,1005,12,2,16
66537,242,13,993,4,-22,18
66538,241,9,988,-2,-38,20
66539,244,7,982,0,-35,20
66540,244,11,979,3,-23,18
66541,247,11,989,6,-18,18
66542,247,6,985,5,-15,18
66543,246,8,993,6,-16,18
66544,245,9,992,4,-23,20
66545,248,6,994,2,-28,19
66546,247,3,986,1,-28,18
66547,245,7,984,4,-22,18
66548,243,14,983,7,-11,16
66549,246,11,989,9,-4,16
66550,245,9,996,7,-10,16
66551,247,8,994,2,-25,18
66552,246,6,987,0,-35,19
66553,247,6,985,2,-30,19
66554,243,6,982,7,-15,18
66555,241,11,987,9,-4,17
66556,244,9,991,8,-9,17
66557,250,8,994,3,-23,19
66558,243,8,991,0,-32,20
66559,248,9,989,0,-32,20
66560,246,9,987,4,-22,18
66561,243,10,985,7,-9,18
66562,239,6,989,8,-4,18
66563,244,10,993,8,-8,18
66564,243,16,996,6,-16,18
66565,241,13,995,0,-30,18
66566,244,8,987,-2,-36,18
66567,247,10,985,2,-29,19
66568,245,8,988,8,-11,18
66569,243,14,989,11,0,17
66570,244,12,992,10,-4,16
66571,241,9,995,7,-13,18
66572,242,7,991,2,-23,19
66573,249,8,990,1,-29,19
66574,253,9,986,3,-25,18
66575,243,3,989,6,-14,17
66576,243,7,988,9,-9,16
66577,244,8,987,8,-9,18
66578,238,10,990,4,-18,19
66579,239,11,989,2,-27,19
66580,243,6,986,0,-28,20
66581,241,8,985,3,-19,18
66582,245,4,986,7,-11,18
66583,247,11,987,7,-11,18
66584,241,9,990,5,-15,17
66585,243,10,996,3,-21,17
66586,242,11,982,2,-24,19
66587,246,7,986,2,-23,19
66588,248,6,989,4,-18,17
66589,240,8,988,6,-15,18
66590,248,8,989,5,-14,18
66591,245,2,994,6,-16,18
66592,245,14,992,4,-19,19
66593,243,9,987,4,-21,18
66594,249,8,989,4,-20,18
66595,251,12,989,5,-18,18
66596,236,9,989,6,-16,16
66597,241,5,993,6,-15,17
66598,243,6,992,4,-16,16
66599,248,11,988,4,-18,16
66600,245,6,992,4,-23,18
66601,248,3,986,2,-23,19
66602,239,5,986,4,-21,18
66603,247,12,992,6,-16,16
66604,247,8,990,7,-12,17
66605,244,9,986,6,-14,18
66606,245,7,990,3,-21,18
66607,247,8,984,3,-25,18
66608,245,10,984,4,-24,20
66609,240,9,985,4,-19,18
66610,246,9,986,4,-16,17
66611,244,8,988,5,-17,18
66612,247,5,989,6,-19,18
66613,244,12,984,4,-17,18
66614,243,8,990,4,-16,18
66615,241,12,992,5,-18,18
66616,246,4,990,4,-20,18
66617,244,6,987,2,-25,18
66618,240,7,986,2,-27,18
66619,247,6,981,4,-18,18
66620,249,10,982,8,-10,16
66621,240,10,990,8,-9,16
66622,247,10,994,4,-18,18
66623,243,9,993,0,-31,20
66624,245,4,984,0,-35,19
66625,245,7,981,0,-29,19
66626,248,7,986,4,-15,17
66627,245,8,986,9,-6,16
66628,243,6,988,9,-9,17
66629,243,10,999,4,-24,18
66630,242,9,984,0,-35,19
66631,252,5,976,3,-25,18
66632,241,13,988,11,-2,17
66633,246,9,1000,14,7,16
66634,243,9,996,7,-11,18
66635,245,11,991,0,-37,20
66636,247,10,990,-2,-46,21
66637,247,9,980,0,-33,19
66638,251,6,987,5,-14,18
66639,243,11,987,9,-7,17
66640,246,10,989,9,-5,17
66641,244,11,992,7,-9,18
66642,246,9,991,3,-21,19
66643,246,10,990,2,-31,19
66644,245,9,986,2,-27,18
66645,243,5,991,7,-15,18
66646,241,7,990,9,-9,17
66647,241,9,990,7,-12,17
66648,242,4,990,6,-16,18
66649,243,7,988,4,-21,18
66650,243,12,988,5,-21,18
66651,246,9,992,5,-17,17
66652,241,9,991,6,-16,16
66653,247,10,995,7,-18,17
66654,240,8,991,7,-13,16
66655,239,8,995,6,-11,16
66656,249,4,992,4,-21,18
66657,246,9,988,2,-32,19
66658,243,7,991,1,-30,18
66659,236,7,988,4,-23,18
66660,241,7,991,4,-17,17
66661,243,7,988,8,-12,16
66662,243,9,995,9,-8,16
66663,249,9,991,8,-7,16
66664,246,12,990,5,-12,16
66665,245,12,992,3,-23,15
66666,246,5,987,0,-28,16
66667,250,5,987,0,-31,18
66668,245,2,993,2,-23,16
66669,246,9,984,6,-13,15
66670,242,8,995,8,-3,14
66671,243,9,995,9,0,11
66672,244,14,996,6,-5,6
66673,244,14,987,2,-16,7
66674,238,11,986,1,-21,9
66675,243,13,983,2,-18,7
66676,246,13,988,4,-11,9
66677,248,17,989,7,-6,12
66678,245,13,988,10,-2,15
66679,242,12,987,11,-3,17
66680,242,12,992,9,-9,16
66681,243,12,997,4,-24,17
66682,243,8,991,-2,-39,18
66683,245,10,987,-4,-46,21
66684,244,6,982,0,-38,20
66685,241,10,982,5,-18,18
66686,242,7,989,11,0,16
66687,242,8,996,11,0,16
66688,234,9,999,5,-17,18
66689,241,7,987,1,-32,18
66690,244,2,989,0,-33,18
66691,241,10,985,3,-22,18
66692,240,5,984,7,-10,18
66693,245,8,990,9,-4,18
66694,243,5,988,7,-9,17
66695,240,8,994,4,-18,17
66696,238,8,993,1,-31,18
66697,242,9,982,0,-34,19
66698,248,4,982,4,-21,18
66699,244,10,985,11,-1,16
66700,246,17,1000,14,7,15
66701,241,20,1002,9,-7,17
66702,241,13,999,0,-32,16
66703,242,5,989,-2,-44,19
66704,249,8,980,0,-35,19
66705,246,12,987,6,-16,17
66706,240,11,987,12,4,16
66707,247,12,998,11,1,14
66708,241,11,994,5,-14,14
66709,244,6,987,2,-27,14
66710,241,9,990,1,-29,14
66711,245,7,984,2,-26,14
66712,247,10,981,5,-15,14
66713,245,12,989,8,-5,14
66714,239,6,990,8,-5,13
66715,241,7,990,7,-10,13
66716,245,6,995,5,-11,12
66717,238,6,990,5,-12,14
66718,242,10,988,5,-15,15
66719,246,9,992,4,-16,15
66720,246,16,985,4,-16,14
66721,240,11,990,4,-17,15
66722,244,12,985,4,-16,16
66723,238,10,997,2,-16,15
66724,246,10,990,3,-18,15
66725,240,7,988,4,-21,16
66726,249,5,986,4,-19,17
66727,243,12,987,4,-18,16
66728,247,6,994,6,-16,15
66729,236,8,989,6,-14,14
66730,242,5,991,5,-13,14
66731,244,9,988,5,-12,15
66732,246,7,994,4,-15,17
66733,241,9,985,5,-17,18
66734,244,7,993,5,-15,17
66735,245,12,996,6,-14,17
66736,246,7,993,5,-18,18
66737,242,14,989,2,-26,18
66738,240,7,994,2,-25,18
66739,244,6,993,3,-22,18
66740,243,9,989,4,-16,17
66741,245,5,989,6,-14,18
66742,240,12,994,6,-18,18
66743,232,8,997,3,-22,18
66744,241,7,994,4,-23,18
66745,245,14,989,4,-21,16
66746,240,5,990,4,-19,17
66747,244,5,992,4,-19,18
66748,242,6,992,4,-23,18
66749,242,2,994,3,-23,19
66750,238,4,990,3,-19,17
66751,241,11,990,5,-15,18
66752,245,12,987,6,-13,18
66753,243,10,987,6,-13,18
66754,244,7,981,7,-9,18
66755,237,10,1000,9,-3,18
66756,242,12,1009,2,-26,18
66757,240,7,988,-7,-57,20
66758,244,0,964,-2,-42,20
66759,242,6,978,15,9,16
66760,244,10,997,25,45,13
