# falldetect-gkl fd_studio v1
# label=walking
# mount=neck
# subject=s01
# started=2026-09-20T22:47:17
# units=accel milli-g, gyro deci-dps
# firmware=unknown
# notes=
seq,ax,ay,az,gx,gy,gz
64444,246,8,992,9,-4,18
64445,244,4,987,6,-13,17
64446,250,4,996,2,-25,18
64447,252,5,987,2,-29,20
64448,247,5,978,3,-27,19
64449,243,2,988,7,-18,18
64450,249,3,987,7,-11,17
64451,243,6,992,7,-13,17
64452,253,6,991,4,-21,18
64453,248,7,991,4,-25,18
64454,244,7,989,3,-23,19
64455,245,4,985,4,-21,18
64456,248,6,991,5,-16,18
64457,246,2,990,7,-10,19
64458,244,10,988,7,-7,16
64459,248,10,988,6,-11,17
64460,250,7,991,6,-18,18
64461,254,-1,988,5,-17,18
64462,248,4,987,7,-11,18
64463,245,7,985,9,-7,17
64464,246,5,995,9,-7,16
64465,251,7,997,7,-7,17
64466,249,9,991,6,-12,18
64467,247,9,990,5,-18,17
64468,244,2,985,7,-17,18
64469,250,4,985,7,-12,18
64470,252,5,987,7,-7,16
64471,247,4,993,9,-6,16
64472,247,2,989,8,-9,16
64473,242,4,984,7,-11,15
64474,244,1,984,6,-9,7
64475,243,6,984,7,-2,0
64476,248,6,987,9,6,-1
64477,252,10,981,13,11,7
64478,248,6,988,13,11,11
64479,242,7,997,9,0,11
64480,241,12,988,4,-16,9
64481,248,12,988,0,-32,15
64482,245,8,985,0,-33,18
64483,251,3,985,2,-26,19
64484,249,5,984,5,-16,18
64485,243,4,988,8,-8,16
64486,247,2,990,8,-6,16
64487,245,5,993,6,-10,11
64488,245,5,993,4,-13,9
64489,251,6,993,6,-11,15
64490,246,3,983,8,-7,17
64491,246,7,992,8,-6,17
64492,245,3,990,8,-7,16
64493,246,0,983,8,-8,16
64494,243,2,990,7,-7,16
64495,246,1,991,8,-8,17
64496,245,2,996,7,-12,18
64497,246,7,988,5,-18,18
64498,251,8,991,4,-20,17
64499,250,4,990,3,-27,18
64500,244,11,1000,1,-34,19
64501,247,5,990,-3,-47,20
64502,245,7,982,-2,-42,21
64503,244,3,985,2,-28,18
64504,246,3,987,4,-20,18
64505,247,3,993,4,-23,20
64506,245,1,989,0,-34,19
64507,245,12,992,-2,-45,25
64508,251,7,985,0,-48,40
64509,242,0,988,1,-47,49
64510,232,1,999,0,-52,49
64511,243,2,986,-4,-61,40
64512,249,5,975,-2,-50,27
64513,253,2,982,3,-23,20
64514,255,10,989,9,0,17
64515,247,7,988,11,-1,17
64516,245,4,990,7,-13,18
64517,246,5,991,4,-21,18
64518,244,6,996,1,-27,20
64519,247,7,993,1,-28,21
64520,247,8,986,2,-27,19
64521,243,10,989,4,-18,18
64522,244,8,984,7,-9,18
64523,250,9,988,9,-9,18
64524,250,7,995,6,-14,18
64525,246,6,988,5,-20,17
64526,244,7,992,5,-18,17
64527,244,7,989,5,-14,18
64528,246,4,1004,4,-22,18
64529,245,11,990,-2,-47,20
64530,244,6,979,-8,-62,22
64531,253,-1,978,-2,-44,21
64532,253,0,979,7,-13,19
64533,253,7,992,12,6,17
64534,242,4,995,11,2,17
64535,251,14,1000,3,-24,19
64536,261,8,988,-2,-51,27
64537,248,-8,981,7,-55,89
64538,227,-28,992,42,-43,216
64539,197,-56,991,54,-45,268
64540,200,-2,982,73,-11,296
64541,217,30,942,48,22,65
64542,264,-16,908,60,129,8
64543,267,-29,957,109,233,91
64544,233,-29,1021,140,272,215
64545,203,-36,1037,123,214,198
64546,238,-67,1086,99,140,177
64547,288,-4,1484,30,92,218
64548,263,-81,921,34,7,243
64549,243,-97,867,-91,7,260
64550,210,-81,918,5,-28,322
64551,209,-67,932,49,-77,338
64552,213,-80,962,28,-102,294
64553,257,0,1130,77,-125,240
64554,246,-36,927,98,-47,284
64555,239,-25,1152,100,-4,325
64556,214,-27,990,56,43,343
64557,247,13,1205,136,3,364
64558,220,-65,972,-21,63,341
64559,247,-23,964,80,-75,329
64560,247,-17,841,-168,134,358
64561,232,0,906,0,46,431
64562,235,-18,956,273,-284,395
64563,237,-25,861,-80,7,291
64564,241,3,813,45,-177,304
64565,217,4,835,-30,-51,234
64566,220,-6,1118,57,11,172
64567,246,30,882,64,30,155
64568,254,20,930,61,26,16
64569,283,50,825,-18,74,-52
64570,290,153,1079,77,50,-46
64571,252,67,941,44,16,2
64572,210,134,898,7,0,79
64573,235,142,1064,12,-110,88
64574,244,76,945,-35,-180,25
64575,252,92,992,-77,-177,-53
64576,265,74,949,-55,-120,-56
64577,243,62,959,-10,-38,-9
64578,252,0,999,25,26,43
64579,243,2,1008,28,15,65
64580,228,0,1012,10,-32,63
64581,238,-2,985,-7,-67,45
64582,252,0,978,-10,-71,36
64583,253,0,980,-2,-58,49
64584,241,-11,996,0,-58,65
64585,232,-10,995,-7,-75,60
64586,236,-4,978,-13,-79,37
64587,248,0,975,-5,-52,23
64588,251,3,981,7,-17,20
64589,243,0,985,11,0,16
64590,249,2,999,9,-7,18
64591,254,6,995,0,-36,20
64592,254,1,988,-7,-57,23
64593,262,6,986,-4,-56,34
64594,249,4,987,4,-42,48
64595,239,5,991,9,-29,42
64596,254,6,991,9,-25,39
64597,253,14,990,9,-30,51
64598,248,10,984,13,-23,63
64599,249,2,991,18,-15,66
64600,251,8,987,19,-11,67
64601,253,10,984,21,-12,79
64602,253,2,992,23,-11,85
64603,247,0,996,18,-16,68
64604,250,0,992,8,-26,46
64605,253,2,993,1,-37,31
64606,253,6,984,0,-41,30
64607,250,6,989,0,-40,33
64608,256,2,978,6,-30,40
64609,246,13,983,17,-6,51
64610,251,5,987,26,16,61
64611,253,-16,996,25,16,53
64612,249,0,987,17,15,20
64613,245,8,997,14,7,13
64614,248,0,1007,5,-19,20
64615,248,5,992,-4,-48,23
64616,243,4,981,-7,-54,22
64617,253,6,972,0,-33,20
64618,252,0,985,11,2,16
64619,251,0,997,17,14,16
64620,251,8,999,11,0,16
64621,247,3,993,3,-22,20
64622,249,-1,990,-2,-39,21
64623,243,-3,977,-2,-42,21
64624,255,0,977,3,-27,19
64625,251,0,979,11,-3,17
64626,246,1,991,16,13,16
64627,249,-3,993,16,12,16
64628,248,2,999,11,0,16
64629,242,6,996,3,-25,20
64630,247,-3,980,-3,-44,23
64631,251,0,982,-2,-43,23
64632,255,0,984,3,-27,24
64633,252,-2,991,9,-11,23
64634,250,6,988,10,-8,21
64635,250,1,986,8,-14,20
64636,249,-1,991,2,-26,19
64637,251,6,995,-2,-40,21
64638,249,4,986,-4,-47,21
64639,255,2,984,-2,-40,21
64640,249,3,982,4,-21,21
64641,252,5,985,9,-9,20
64642,248,7,986,8,-7,21
64643,250,5,993,7,-15,23
64644,251,7,986,4,-22,26
64645,253,5,993,4,-26,30
64646,250,7,986,6,-24,37
64647,246,10,984,9,-22,44
64648,254,21,990,9,-24,55
64649,262,8,985,16,-14,73
64650,249,13,984,21,-10,90
64651,236,24,981,27,-11,117
64652,236,22,985,41,0,149
64653,262,8,990,64,21,179
64654,260,-4,994,67,20,217
64655,256,-16,1005,60,-8,233
64656,242,-8,996,35,-46,196
64657,259,-31,1008,21,-61,147
64658,257,-35,981,6,-66,84
64659,251,-23,974,2,-42,44
64660,243,-3,976,12,0,17
64661,249,5,978,24,39,4
64662,256,2,996,28,51,7
64663,242,0,1007,18,23,13
64664,249,4,1000,3,-24,14
64665,247,0,989,-9,-63,20
64666,251,1,978,-12,-69,22
64667,258,5,977,-4,-49,21
64668,251,4,981,5,-18,18
64669,254,1,987,14,7,16
64670,245,7,994,16,12,16
64671,245,3,996,11,-1,17
64672,248,2,991,3,-23,18
64673,249,4,994,-4,-44,20
64674,247,3,982,-6,-52,21
64675,251,0,981,-4,-44,20
64676,250,0,979,2,-25,18
64677,254,7,982,9,-5,16
64678,246,2,992,12,4,16
64679,249,1,1002,9,-7,17
64680,246,2,994,0,-32,18
64681,251,3,992,-9,-56,20
64682,252,9,979,-10,-61,21
64683,250,2,975,-2,-41,19
64684,249,8,978,8,-13,16
64685,248,5,988,12,4,16
64686,249,8,990,12,2,16
64687,250,4,994,9,-11,18
64688,254,1,989,3,-26,19
64689,253,3,994,0,-36,20
64690,247,1,979,0,-30,20
64691,245,1,983,4,-20,18
64692,247,0,980,7,-9,17
64693,248,-1,983,9,-4,17
64694,249,1,992,9,-7,16
64695,249,1,994,5,-18,18
64696,250,0,987,2,-28,20
64697,249,2,985,2,-27,19
64698,246,-1,987,2,-26,18
64699,247,0,980,5,-19,17
64700,248,0,986,9,-10,16
64701,249,0,993,4,-15,18
64702,247,2,988,2,-26,18
64703,248,-1,984,2,-25,18
64704,249,-4,977,7,-16,18
64705,257,3,983,7,-11,18
64706,255,3,989,8,-7,16
64707,249,3,991,9,-4,17
64708,249,7,992,6,-14,18
64709,256,0,994,2,-24,18
64710,249,4,980,0,-30,19
64711,248,3,973,2,-25,20
64712,252,3,983,7,-14,18
64713,246,5,986,9,-2,17
64714,251,3,996,11,4,17
64715,247,3,1002,3,-22,19
64716,256,3,987,-3,-44,19
64717,258,-1,987,-3,-42,18
64718,252,0,980,0,-31,18
64719,250,2,984,7,-14,18
64720,251,10,996,8,-11,18
64721,249,0,996,1,-28,19
64722,251,10,987,-4,-45,22
64723,253,0,979,-1,-42,23
64724,245,9,979,4,-20,21
64725,252,3,984,10,-5,21
64726,251,4,994,12,-4,23
64727,248,7,992,8,-14,30
64728,244,2,986,5,-29,37
64729,244,8,985,8,-26,42
64730,257,7,980,14,-9,42
64731,252,-3,988,21,9,38
64732,254,8,995,20,14,32
64733,249,0,1005,11,-3,25
64734,248,10,1001,0,-32,22
64735,248,-2,989,-7,-52,21
64736,252,-2,986,-5,-50,21
64737,252,0,973,0,-30,20
64738,244,2,981,10,-2,17
64739,252,-2,990,16,14,15
64740,249,6,988,19,21,14
64741,253,2,1001,14,7,16
64742,246,2,1003,3,-24,18
64743,254,5,991,-7,-53,21
64744,249,1,985,-14,-70,23
64745,250,3,977,-7,-56,23
64746,256,0,969,7,-14,19
64747,253,0,988,19,23,15
64748,250,5,997,21,30,13
64749,246,5,1004,10,0,16
64750,246,5,998,-4,-46,21
64751,252,4,985,-13,-74,22
64752,254,-3,976,-8,-62,21
64753,256,2,964,7,-14,18
64754,252,0,986,21,26,14
64755,248,9,1001,21,28,16
64756,243,8,999,8,-6,16
64757,248,6,991,-3,-42,20
64758,255,-1,987,-7,-58,21
64759,251,-2,973,-3,-46,21
64760,249,-2,976,4,-23,19
64761,250,1,987,10,-5,16
64762,252,2,987,11,0,16
64763,247,4,993,9,-4,16
64764,247,3,993,5,-18,18
64765,249,1,992,0,-35,19
64766,245,-4,981,-1,-38,19
64767,254,-4,983,0,-33,19
64768,251,3,978,5,-18,18
64769,252,3,990,9,-7,16
64770,250,4,1001,9,-7,17
64771,254,0,997,4,-23,18
64772,257,0,987,0,-35,19
64773,257,0,982,0,-33,19
64774,256,-2,987,3,-22,18
64775,245,-1,988,8,-14,18
64776,250,7,1000,8,-11,18
64777,255,-2,984,4,-16,20
64778,248,-4,988,2,-24,19
64779,251,-1,990,2,-29,18
64780,245,6,987,4,-22,17
64781,251,0,986,8,-9,16
64782,257,3,991,10,-4,16
64783,253,4,993,6,-14,18
64784,253,0,989,1,-28,19
64785,248,-2,988,0,-32,19
64786,254,0,989,2,-27,18
64787,253,0,989,4,-20,18
64788,247,1,987,7,-16,18
64789,247,1,990,6,-17,18
64790,252,5,986,5,-16,18
64791,247,2,987,6,-13,18
64792,248,0,992,7,-15,18
64793,249,3,986,5,-18,18
64794,253,8,991,2,-25,18
64795,256,2,984,2,-23,18
64796,251,4,989,7,-16,18
64797,256,8,991,7,-13,18
64798,254,5,997,6,-16,18
64799,250,-2,991,4,-23,18
64800,258,3,990,2,-27,20
64801,252,-1,986,4,-22,20
64802,253,-1,992,6,-16,19
64803,250,2,992,7,-14,20
64804,249,-1,991,6,-15,18
64805,256,0,989,4,-19,20
64806,247,4,982,3,-23,21
64807,252,4,989,2,-29,21
64808,257,5,991,1,-31,21
64809,259,3,980,0,-30,21
64810,254,0,985,2,-25,21
64811,246,-1,980,6,-15,21
64812,250,3,988,9,-9,20
64813,245,2,990,8,-11,19
64814,247,-3,989,7,-12,18
64815,253,0,992,7,-16,18
64816,260,-1,985,6,-17,18
64817,251,0,989,4,-18,18
64818,253,0,989,2,-28,19
64819,253,1,992,1,-30,21
64820,251,1,986,4,-25,20
64821,247,2,983,7,-10,17
64822,252,4,993,10,-1,16
64823,245,1,991,9,-7,16
64824,245,-1,994,2,-23,18
64825,248,-3,990,-1,-35,19
64826,252,-2,984,0,-32,19
64827,251,0,979,5,-19,18
64828,254,0,981,10,-6,18
64829,251,4,995,11,-3,16
64830,254,-1,997,6,-16,16
64831,253,5,988,0,-29,19
64832,254,11,991,-1,-37,20
64833,253,0,982,1,-30,18
64834,249,2,987,4,-20,18
64835,252,-3,986,9,-10,18
64836,246,0,988,9,-9,18
64837,249,5,991,7,-14,18
64838,247,1,993,3,-23,18
64839,250,11,987,0,-32,19
64840,253,3,986,-2,-37,19
64841,254,3,981,1,-32,19
64842,252,0,977,6,-16,18
64843,248,4,992,10,-7,16
64844,255,1,987,7,-9,16
64845,252,0,988,6,-14,18
64846,246,4,995,4,-21,18
64847,252,0,993,2,-29,19
64848,254,0,981,2,-30,18
64849,259,-7,986,5,-19,17
64850,250,0,987,11,-2,17
64851,246,-1,992,11,0,18
64852,246,9,993,7,-11,17
64853,251,3,990,0,-28,18
64854,255,4,986,0,-36,18
64855,250,1,983,2,-27,17
64856,256,4,985,6,-13,17
64857,251,-6,983,11,-2,17
64858,246,1,990,14,3,16
64859,244,0,998,9,-4,18
64860,246,-1,996,4,-19,18
64861,248,0,995,0,-37,21
64862,250,1,984,-2,-41,21
64863,250,1,977,2,-29,19
64864,246,-1,972,9,-9,18
64865,244,3,988,13,5,16
64866,253,2,992,12,1,16
64867,254,-4,989,7,-11,17
64868,251,2,992,2,-25,19
64869,256,1,988,-2,-38,20
64870,252,5,982,0,-34,20
64871,256,0,987,3,-21,19
64872,252,8,987,8,-8,19
64873,251,5,985,10,-4,18
64874,245,0,991,9,-10,19
64875,248,3,983,6,-18,21
64876,249,0,989,4,-23,24
64877,243,-5,980,9,-16,34
64878,247,-6,982,16,3,32
64879,249,0,978,20,24,22
64880,249,-2,988,18,32,14
64881,252,22,989,16,34,4
64882,261,24,994,16,27,-1
64883,259,21,996,16,14,9
64884,247,3,1001,10,-4,17
64885,249,5,991,2,-28,20
64886,250,1,985,-1,-41,20
64887,248,1,984,0,-37,19
64888,245,4,987,2,-28,20
64889,248,-3,989,6,-14,18
64890,248,0,992,9,-7,17
64891,250,7,992,6,-12,19
64892,246,0,996,2,-28,20
64893,247,0,983,0,-36,19
64894,251,1,983,0,-34,20
64895,251,0,989,3,-21,19
64896,251,5,988,9,-9,18
64897,250,1,982,11,0,18
64898,251,0,993,14,7,16
64899,249,0,995,14,7,12
64900,244,1,997,9,0,4
64901,252,3,993,7,0,-10
64902,244,-2,986,8,11,-26
64903,262,4,979,10,30,-38
64904,262,12,992,17,37,-16
64905,248,7,996,18,21,9
64906,245,3,1008,9,-4,15
64907,251,7,997,0,-34,19
64908,245,7,982,-6,-51,21
64909,247,9,987,-4,-49,20
64910,249,4,984,0,-29,18
64911,251,5,985,9,-7,17
64912,246,8,990,14,7,15
64913,244,1,996,14,4,15
64914,245,8,997,8,-12,18
64915,248,3,993,0,-35,19
64916,249,-4,984,-4,-44,21
64917,245,0,977,0,-34,18
64918,246,1,980,7,-12,18
64919,250,11,982,14,6,15
64920,243,3,994,16,9,16
64921,247,7,1002,8,-9,18
64922,241,0,991,0,-34,20
64923,250,7,990,-5,-46,21
64924,245,8,983,-2,-39,20
64925,249,0,986,5,-17,19
64926,247,0,988,10,-1,16
64927,245,3,994,10,0,16
64928,245,7,996,7,-12,17
64929,247,4,989,1,-30,18
64930,247,3,987,-2,-39,20
64931,252,4,982,0,-35,20
64932,252,3,980,4,-19,18
64933,251,2,985,10,-2,17
64934,247,4,995,12,4,15
64935,244,1,986,11,0,16
64936,246,8,996,10,-4,18
64937,248,3,994,7,-14,18
64938,247,0,992,2,-28,18
64939,251,0,985,0,-32,18
64940,251,4,985,2,-27,19
64941,247,1,992,6,-16,18
64942,252,2,986,7,-8,17
64943,238,1,994,9,-5,18
64944,243,4,990,7,-13,17
64945,247,-2,993,2,-27,18
64946,246,3,991,-1,-36,18
64947,245,0,982,-1,-36,17
64948,242,0,987,1,-25,10
64949,247,-6,984,2,-11,-7
64950,247,-3,990,0,-1,-30
64951,242,-16,993,-7,0,-60
64952,249,-3,993,-18,-2,-98
64953,243,-1,983,-26,-4,-140
64954,247,4,985,-25,4,-147
64955,242,12,983,-17,14,-137
64956,245,0,993,-15,14,-128
64957,246,27,987,-10,11,-104
64958,244,8,979,-1,21,-77
64959,242,33,989,9,30,-46
64960,254,14,1008,13,6,11
64961,256,10,1002,-1,-57,49
64962,235,0,983,-11,-90,63
64963,236,-6,962,-7,-63,39
64964,254,6,963,12,0,16
64965,237,2,1001,23,30,13
64966,238,5,1005,13,2,15
64967,248,7,995,-1,-37,15
64968,247,1,983,-8,-60,19
64969,250,0,975,-2,-42,17
64970,249,2,976,11,-1,9
64971,244,4,996,19,24,10
64972,239,2,998,17,21,6
64973,244,5,993,8,3,0
64974,249,5,997,5,-14,7
64975,241,11,991,2,-25,11
64976,244,5,983,0,-32,17
64977,241,1,985,3,-25,18
64978,239,0,990,7,-12,18
64979,245,6,995,6,-14,17
64980,251,5,989,4,-21,18
64981,243,6,989,4,-18,19
64982,249,0,989,7,-11,18
64983,244,4,989,9,-9,18
64984,238,1,984,9,-8,17
64985,237,3,994,11,0,16
64986,244,3,996,10,0,14
64987,239,3,996,6,-16,16
64988,247,5,988,0,-33,17
64989,249,4,983,0,-29,15
64990,245,4,979,7,-7,6
64991,243,9,989,12,12,-4
64992,243,3,996,10,4,-2
64993,238,7,1000,4,-16,8
64994,248,6,994,0,-32,15
64995,241,9,994,-2,-39,16
64996,242,2,984,-2,-38,15
64997,248,7,988,0,-30,16
64998,243,8,987,4,-21,16
64999,250,3,993,6,-14,17
65000,245,8,990,9,-8,16
65001,243,0,994,9,-7,17
65002,246,5,996,4,-16,18
65003,245,0,991,2,-28,18
65004,245,3,987,1,-33,19
65005,245,5,982,1,-30,19
65006,243,2,985,7,-13,16
65007,240,10,988,11,4,16
65008,242,5,1001,11,1,17
65009,240,9,1006,3,-25,18
65010,242,0,987,-7,-56,21
65011,248,1,974,-6,-56,21
65012,244,-1,974,4,-23,18
65013,244,7,987,17,14,14
65014,245,6,995,21,27,14
65015,242,4,1008,13,6,16
65016,241,6,1000,1,-29,18
65017,244,6,982,-4,-49,21
65018,244,4,984,-3,-40,21
65019,251,7,985,4,-18,17
65020,242,8,990,12,0,16
65021,243,6,999,12,2,17
65022,242,7,999,8,-7,18
65023,238,8,994,4,-20,18
65024,238,5,994,0,-32,19
65025,243,13,994,-1,-38,20
65026,246,3,985,0,-33,18
65027,246,4,987,4,-23,18
65028,242,4,989,7,-11,16
65029,241,3,985,9,-6,15
65030,248,3,997,9,-4,14
65031,240,4,992,6,-17,14
65032,248,1,997,-1,-33,12
65033,243,0,990,-8,-44,4
65034,249,6,978,-8,-39,-10
65035,255,10,985,-9,-25,-38
65036,242,18,986,-13,-12,-64
65037,247,3,994,-2,-8,-65
65038,243,8,996,0,-7,-58
65039,250,16,998,-14,-27,-84
65040,268,26,993,-25,-55,-94
65041,254,5,991,-44,-76,-107
65042,221,35,923,-36,-77,-74
65043,246,20,988,-24,-63,-51
65044,251,29,983,-33,-54,-56
65045,240,-5,973,-35,-58,-81
65046,244,11,945,-45,-53,-114
65047,259,18,917,-51,-63,-149
65048,265,-36,1098,-36,-63,-129
65049,227,7,998,-32,-64,-123
65050,231,16,1001,-48,-66,-135
65051,245,53,1003,-49,-72,-130
65052,262,48,989,-70,-67,-160
65053,260,10,943,-61,-67,-168
65054,214,8,865,-23,-40,-39
65055,277,-12,1056,-29,-46,-41
65056,250,-20,996,-39,-71,-76
65057,249,11,980,-48,-85,-87
65058,249,-14,979,-51,-66,-97
65059,243,-6,983,-4,-17,0
65060,235,-5,963,0,-2,-7
65061,253,-18,988,-3,6,-11
65062,254,-54,973,2,2,-12
65063,226,-27,990,-2,-34,3
65064,248,0,988,-12,-54,-8
65065,256,-20,965,-13,-44,-8
65066,249,3,992,4,-1,4
65067,242,-1,996,9,1,12
65068,250,5,996,4,-20,17
65069,253,4,991,-2,-39,20
65070,258,1,985,4,-19,18
65071,254,0,992,7,-9,17
65072,250,0,992,5,-19,18
65073,254,-4,978,2,-29,19
65074,255,1,990,4,-15,18
65075,246,0,990,4,-18,18
65076,257,-2,984,4,-21,19
65077,248,3,990,4,-20,18
65078,250,2,984,4,-19,18
65079,251,7,985,4,-19,18
65080,250,4,983,4,-19,18
65081,253,5,987,5,-18,18
65082,252,0,990,4,-18,18
65083,251,4,992,4,-19,18
65084,250,0,987,3,-19,19
65085,250,0,986,4,-18,18
65086,253,0,992,5,-18,17
65087,254,3,982,4,-18,18
65088,253,0,988,4,-21,18
65089,253,3,979,4,-19,18
65090,248,3,980,4,-19,18
65091,254,0,982,4,-19,18
65092,249,2,986,5,-21,18
65093,255,0,985,4,-18,17
65094,251,5,986,4,-18,18
65095,249,4,991,4,-18,19
65096,249,7,991,4,-18,18
65097,248,1,981,4,-17,18
65098,246,3,989,4,-18,18
65099,252,4,991,4,-19,18
65100,247,1,985,4,-19,18
65101,248,0,982,4,-19,18
65102,248,7,986,5,-19,17
65103,247,4,986,4,-18,18
65104,247,4,987,5,-19,18
65105,255,5,989,5,-19,18
65106,252,0,993,4,-18,18
65107,250,0,985,4,-19,18
65108,246,6,982,5,-19,17
65109,254,1,986,4,-18,18
65110,250,3,987,5,-18,18
65111,254,4,986,5,-18,18
65112,252,0,988,5,-18,18
65113,254,0,991,5,-19,18
65114,255,-3,988,4,-18,19
65115,249,0,992,4,-18,18
65116,257,3,991,4,-18,19
65117,246,-1,987,5,-19,23
65118,248,-1,987,4,-17,23
65119,253,13,975,4,-14,21
65120,245,46,989,-5,2,-11
65121,280,-3,980,-15,2,-50
65122,261,-5,1008,-7,-25,-24
65123,241,-1,965,-3,-51,28
65124,242,-2,1007,0,-14,-13
65125,241,-26,983,-4,-11,-39
65126,243,-12,988,0,-20,-4
65127,253,-4,988,4,-23,16
65128,254,2,987,4,-22,18
65129,253,4,984,5,-20,18
65130,247,9,983,4,-19,17
65131,246,-2,988,4,-18,17
65132,252,9,988,6,-18,16
65133,253,2,993,4,-18,18
65134,250,0,992,4,-19,18
65135,251,2,984,5,-18,18
65136,251,-1,985,4,-18,18
65137,252,2,992,5,-18,18
65138,251,0,985,4,-18,18
65139,252,0,988,5,-17,18
65140,257,0,989,4,-18,18
65141,245,1,991,4,-19,18
65142,251,0,985,4,-20,18
65143,247,1,989,4,-21,18
65144,250,0,986,4,-19,18
65145,253,1,985,5,-18,18
65146,246,-3,989,5,-18,18
65147,254,0,985,4,-18,18
65148,248,8,989,5,-20,18
65149,251,7,989,5,-20,17
65150,252,4,989,4,-18,17
65151,254,1,990,5,-18,18
65152,254,2,992,4,-20,18
65153,248,3,991,4,-20,17
65154,255,4,981,3,-19,17
65155,244,0,981,4,-19,16
65156,250,0,982,4,-19,17
65157,253,4,985,4,-18,18
65158,246,1,990,4,-19,18
65159,248,4,986,4,-18,16
