# falldetect-gkl fd_studio v1
# label=walking
# mount=neck
# subject=s01
# started=2026-09-20T22:48:13
# units=accel milli-g, gyro deci-dps
# firmware=unknown
# notes=
seq,ax,ay,az,gx,gy,gz
76047,219,20,1000,4,-17,17
76048,219,23,994,7,-16,17
76049,215,21,994,5,-18,18
76050,221,17,996,3,-22,19
76051,219,21,992,3,-25,19
76052,220,17,996,4,-20,18
76053,219,19,989,5,-16,17
76054,216,18,994,5,-14,17
76055,222,17,992,4,-16,18
76056,218,18,993,4,-18,17
76057,222,18,993,4,-18,18
76058,221,21,992,5,-19,18
76059,223,23,997,3,-23,20
76060,220,18,993,2,-26,19
76061,221,20,997,2,-25,18
76062,216,20,998,4,-20,18
76063,220,21,995,7,-12,18
76064,218,19,997,9,-7,17
76065,221,26,1001,7,-10,17
76066,222,20,994,2,-23,16
76067,217,23,997,1,-31,18
76068,220,20,995,2,-27,18
76069,223,21,993,6,-17,18
76070,221,20,994,8,-5,18
76071,217,27,994,10,0,16
76072,220,23,1001,8,-9,18
76073,219,27,992,2,-23,19
76074,216,22,998,0,-30,18
76075,218,24,993,0,-30,19
76076,219,16,987,2,-25,19
76077,223,24,990,7,-11,17
76078,218,20,1000,9,0,16
76079,215,20,997,10,-4,18
76080,216,21,1005,5,-17,17
76081,218,21,1000,1,-31,19
76082,223,22,996,-2,-40,19
76083,220,17,993,0,-34,20
76084,218,20,993,4,-21,18
76085,219,18,996,8,-7,16
76086,216,17,997,10,-2,16
76087,219,30,1000,10,-4,18
76088,218,26,1008,7,-11,18
76089,219,19,996,4,-23,18
76090,221,21,998,1,-30,20
76091,220,24,996,2,-28,20
76092,220,20,988,4,-21,18
76093,215,20,994,5,-16,18
76094,218,17,993,4,-16,17
76095,219,20,995,6,-18,18
76096,220,18,995,4,-18,16
76097,222,19,998,4,-20,17
76098,219,18,996,3,-23,18
76099,223,22,997,3,-25,18
76100,222,23,985,2,-24,18
76101,224,16,991,4,-17,18
76102,222,21,992,8,-9,18
76103,215,22,992,9,-4,17
76104,218,20,999,7,-11,17
76105,220,20,997,3,-25,19
76106,220,20,996,0,-34,18
76107,221,19,979,0,-29,19
76108,221,19,989,6,-14,18
76109,226,19,992,11,-3,18
76110,213,16,994,10,-2,17
76111,217,20,1001,6,-16,18
76112,216,13,991,2,-27,19
76113,221,18,997,2,-26,18
76114,212,20,995,5,-16,17
76115,217,18,993,9,-7,17
76116,217,22,995,7,-8,18
76117,222,23,998,6,-15,18
76118,221,20,1001,4,-23,17
76119,215,21,988,4,-25,17
76120,220,23,988,7,-18,18
76121,219,21,994,9,-11,17
76122,219,22,991,8,-9,17
76123,222,22,996,7,-13,18
76124,223,20,1001,5,-20,19
76125,216,27,994,3,-24,19
76126,218,21,988,5,-18,18
76127,223,25,986,9,-4,17
76128,215,24,994,13,6,16
76129,209,19,1009,10,2,14
76130,203,17,996,4,-2,2
76131,228,21,984,2,7,-26
76132,212,16,979,10,31,-26
76133,219,21,993,21,58,-26
76134,219,26,999,28,70,-18
76135,212,25,1003,25,61,-14
76136,211,28,1007,17,38,-12
76137,226,26,1003,9,8,-4
76138,214,24,1002,4,-18,14
76139,210,23,996,0,-38,19
76140,206,24,993,-2,-44,20
76141,213,21,988,1,-32,19
76142,217,20,996,5,-19,18
76143,218,21,995,7,-9,17
76144,215,25,997,9,-5,16
76145,215,20,997,9,-5,17
76146,213,21,1004,4,-18,18
76147,207,23,992,2,-32,19
76148,216,20,987,2,-28,19
76149,212,18,993,5,-14,17
76150,213,16,996,8,-4,17
76151,212,20,1001,7,-9,18
76152,215,19,1002,3,-19,18
76153,214,22,993,1,-32,20
76154,207,17,1002,-1,-39,18
76155,214,23,992,-2,-43,22
76156,209,26,988,-1,-42,21
76157,216,26,982,1,-30,18
76158,211,20,991,6,-14,18
76159,215,28,994,10,-4,17
# samples=170
# gaps=0
