# falldetect-gkl fd_studio v1
# label=walking
# mount=neck
# subject=s01
# started=2026-09-20T22:47:12
# units=accel milli-g, gyro deci-dps
# firmware=unknown
# notes=
seq,ax,ay,az,gx,gy,gz
63315,251,-2,988,3,-24,12
63316,252,-6,990,7,-13,12
63317,248,-7,987,8,-4,10
63318,245,-6,993,8,-4,11
63319,246,-3,985,6,-11,11
63320,247,-4,988,2,-19,11
63321,250,-7,992,2,-22,12
63322,250,0,992,2,-22,13
63323,244,-2,986,2,-23,14
63324,253,-2,987,2,-23,16
63325,245,-5,989,4,-21,16
63326,244,-2,994,6,-17,15
63327,247,-7,991,7,-12,16
63328,246,-2,991,7,-11,17
63329,243,-7,991,6,-15,17
63330,241,-5,983,4,-17,16
63331,247,-1,984,6,-15,16
63332,246,-2,989,7,-11,17
63333,246,-5,999,9,-9,16
63334,247,-3,994,6,-16,16
63335,246,0,987,3,-23,16
63336,251,-2,984,2,-28,18
63337,247,-4,993,3,-24,17
63338,248,-3,982,6,-13,16
63339,252,-2,986,11,0,15
63340,248,-2,993,13,8,14
63341,247,-5,997,10,0,15
63342,243,-2,993,6,-12,16
63343,239,-7,989,3,-23,15
63344,240,0,992,0,-23,5
63345,250,-3,984,1,-18,0
63346,251,-7,988,4,-5,-1
63347,246,-5,984,9,4,0
63348,247,-5,993,11,8,6
63349,243,-5,996,11,2,11
63350,244,0,1000,5,-14,11
63351,246,-6,991,-1,-33,9
63352,246,11,993,-4,-40,-7
63353,376,278,1009,-161,-143,-618
63354,461,260,913,-429,-304,-1489
63355,400,287,868,-441,-351,-1880
63356,495,125,429,-622,-427,-2016
63357,462,170,1858,-550,-394,-1941
63358,285,149,799,-639,75,-1756
63359,188,153,962,-159,-257,-1599
63360,159,34,981,-217,201,-1269
63361,138,83,1102,-219,297,-1134
63362,207,-33,1247,161,-228,-1159
63363,230,-28,1199,-32,-358,-970
63364,260,-64,1087,-220,-349,-622
63365,212,-54,1025,-268,-280,-141
63366,230,-57,942,-368,-132,334
63367,181,-78,958,-197,-196,542
63368,309,-124,1024,90,-334,665
63369,179,-88,933,-75,153,706
63370,208,-74,921,42,-26,585
63371,363,-158,1035,396,-202,501
63372,252,-115,1003,485,81,454
63373,247,-139,979,556,36,359
63374,219,-139,992,581,314,265
63375,278,-237,1076,608,288,149
63376,280,-258,1050,163,525,147
63377,305,-249,1074,0,326,72
63378,199,-5,966,11,-25,-70
63379,239,-34,923,90,-172,-122
63380,254,-90,848,-62,72,-110
63381,342,-18,1484,74,54,-120
63382,245,-39,929,42,126,-117
63383,210,159,960,18,154,-91
63384,279,38,1012,16,82,-41
63385,239,46,1012,3,-23,11
63386,245,14,985,-11,-76,25
63387,247,3,974,-11,-76,23
63388,250,-5,979,-2,-50,25
63389,241,18,1006,5,-33,34
63390,248,11,996,2,-59,47
63391,246,3,994,-12,-91,49
63392,243,1,968,-14,-102,56
63393,246,-10,963,0,-74,63
63394,238,-40,981,14,-30,60
63395,249,-68,989,16,-24,67
63396,216,-66,939,17,-60,118
63397,240,-34,1097,11,-116,187
63398,222,-23,901,0,-148,238
63399,267,-56,933,19,-172,214
63400,277,-58,932,5,-126,96
63401,292,35,1012,0,-83,16
63402,253,-24,968,-6,-55,42
63403,232,-3,1159,35,-57,126
63404,216,21,1011,46,-64,129
63405,251,-58,1013,8,-100,60
63406,251,-14,939,12,-81,112
63407,245,-22,915,21,-12,146
63408,233,-8,926,14,-18,179
63409,270,-21,1039,21,-39,198
63410,275,31,1066,158,-93,172
63411,220,-22,928,79,-46,211
63412,238,-19,1057,59,-42,326
63413,284,-14,1118,81,-74,445
63414,244,-34,987,93,-37,447
63415,232,-57,929,81,16,485
63416,250,-26,1005,102,-9,450
63417,261,-19,962,100,-52,338
63418,332,44,1217,68,-86,296
63419,330,71,1305,111,-81,285
63420,262,-9,885,65,-1,278
63421,245,0,940,70,-18,312
63422,237,38,975,41,-16,275
63423,243,-6,927,33,51,240
63424,251,14,960,66,4,215
63425,264,56,928,-9,36,113
63426,438,145,1455,90,-66,17
63427,328,65,1304,105,-88,53
63428,243,55,933,25,-70,85
63429,231,93,917,-5,-104,69
63430,288,33,954,11,-40,23
63431,270,9,1000,14,-21,40
63432,252,-9,971,14,-21,66
63433,238,-7,1016,24,-10,54
63434,249,-8,969,9,-19,28
63435,256,-1,984,4,-23,19
63436,255,0,995,6,-18,19
63437,256,0,990,6,-17,18
63438,258,0,988,5,-18,17
63439,253,1,989,4,-19,17
63440,256,-1,982,4,-18,17
63441,254,5,983,4,-19,18
63442,255,1,985,4,-18,18
63443,257,6,986,4,-18,18
63444,254,-1,985,4,-18,18
63445,257,0,990,5,-18,18
63446,257,-4,988,4,-18,19
63447,259,0,995,6,-18,18
63448,258,0,988,5,-19,16
63449,260,4,984,4,-19,18
63450,248,4,983,5,-20,18
63451,253,0,993,4,-20,18
63452,251,1,988,4,-18,18
63453,253,-5,984,4,-18,18
63454,253,0,984,4,-19,17
63455,252,-1,991,4,-18,18
63456,250,0,981,4,-18,17
63457,256,-7,991,5,-19,17
63458,253,-1,994,4,-19,17
63459,253,-4,989,5,-18,17
63460,253,0,983,4,-18,18
63461,253,-3,989,4,-20,18
63462,256,1,993,4,-18,18
63463,256,-4,988,4,-17,19
63464,258,-3,983,4,-19,18
63465,253,4,993,4,-18,17
63466,258,0,988,4,-20,18
63467,253,0,979,5,-18,18
63468,251,0,987,6,-17,17
63469,249,1,995,5,-16,18
63470,250,0,986,4,-18,18
63471,256,-1,986,4,-19,17
63472,247,1,987,4,-19,18
63473,253,-5,988,4,-18,17
63474,260,-1,990,4,-18,16
63475,259,-2,993,5,-19,18
63476,251,-1,991,4,-20,18
63477,253,2,992,4,-19,18
63478,256,0,987,5,-18,18
63479,252,-1,991,5,-18,18
63480,255,0,984,5,-18,18
63481,257,0,981,4,-18,18
63482,257,0,984,4,-18,18
63483,255,1,989,4,-19,18
63484,246,-3,986,4,-17,18
63485,259,0,987,4,-17,16
63486,254,-1,993,3,-17,16
63487,258,0,987,4,-18,17
63488,254,-4,992,4,-19,18
63489,251,0,988,5,-20,18
63490,253,-1,986,4,-19,17
63491,255,-2,990,4,-17,16
63492,253,0,991,4,-17,16
63493,256,4,991,4,-18,16
63494,251,-2,986,4,-19,17
63495,256,6,990,4,-21,18
63496,259,2,985,4,-19,18
63497,260,-1,983,4,-19,18
63498,253,0,995,4,-18,17
63499,256,4,991,4,-19,18
63500,259,-3,989,4,-20,19
63501,250,-4,984,5,-18,18
63502,255,0,992,7,-16,18
63503,255,1,985,5,-18,18
63504,258,2,992,4,-18,18
63505,253,-3,989,4,-18,18
63506,248,-1,983,4,-18,20
63507,250,-8,986,4,-18,19
63508,247,-1,989,5,-19,18
63509,252,0,992,4,-19,18
63510,252,0,987,4,-19,18
63511,256,3,985,6,-17,18
63512,257,-2,995,6,-16,17
63513,252,0,990,6,-15,18
63514,258,3,988,5,-17,18
63515,252,2,986,4,-21,18
63516,251,0,982,4,-19,19
63517,259,0,989,6,-20,27
63518,247,-9,988,10,-18,40
63519,245,0,992,7,-18,30
63520,254,3,987,6,-20,20
63521,253,0,983,5,-20,22
63522,251,2,984,4,-19,18
63523,258,5,983,5,-18,17
63524,257,3,984,5,-16,18
63525,253,1,991,4,-18,18
63526,253,3,988,3,-18,19
63527,255,4,983,4,-19,18
63528,251,1,992,4,-18,17
63529,253,-3,980,4,-19,18
63530,259,1,982,3,-20,18
63531,245,-1,984,4,-21,20
63532,251,-4,986,5,-19,18
63533,256,-3,985,6,-17,16
63534,250,-1,989,4,-17,18
63535,260,5,994,4,-17,16
63536,254,-1,981,4,-21,17
63537,251,0,986,4,-18,18
63538,252,0,986,4,-19,20
63539,250,0,988,5,-20,23
63540,251,3,983,5,-20,25
63541,258,-1,991,4,-20,24
63542,258,0,993,-5,-25,26
63543,254,1,994,-15,-28,29
63544,256,-1,991,-18,-30,33
63545,258,1,993,-16,-31,42
63546,257,0,996,-24,-34,55
63547,254,0,1005,-39,-40,69
63548,251,-1,1008,-62,-51,77
63549,242,-7,983,-82,-67,82
63550,251,-5,980,-80,-65,72
63551,254,-5,964,-67,-49,64
63552,263,-2,979,-35,-39,63
63553,259,-3,995,-23,-42,79
63554,239,-10,983,-44,-38,79
63555,250,-4,1002,-69,-2,46
63556,261,24,978,-93,39,14
63557,271,39,956,-73,18,-23
63558,266,36,955,-14,-39,-11
63559,257,27,968,61,-92,25
63560,278,7,1033,85,-87,23
63561,238,17,996,36,-19,-23
63562,289,-4,1038,3,-46,-69
63563,268,-42,1017,-3,-51,-9
63564,264,-63,1036,-29,-91,107
63565,242,-55,1001,-102,-67,116
63566,249,-36,993,-134,-51,77
63567,253,-28,942,-116,-53,72
63568,243,-6,954,-90,-22,69
63569,250,-64,964,-45,-15,45
63570,240,-27,974,-31,16,41
63571,242,-20,978,3,9,20
63572,253,-15,980,58,-56,8
63573,256,-19,966,69,-26,4
63574,248,-20,970,93,-1,-4
63575,238,-16,980,114,4,-35
63576,262,-3,984,123,2,-62
63577,273,4,1003,94,22,-53
63578,256,-2,1003,49,10,-37
63579,265,0,997,23,-2,-40
63580,288,9,991,17,-17,-17
63581,267,5,1013,5,-24,32
63582,260,0,1005,-30,-45,67
63583,258,1,992,-72,-60,90
63584,251,-14,975,-81,-47,95
63585,239,-11,978,-74,-37,75
63586,256,-9,975,-64,-32,49
63587,255,-14,965,-50,-30,39
63588,248,-16,967,-25,-22,34
63589,248,-18,960,12,-16,22
63590,251,-12,971,53,-13,9
63591,258,-15,986,78,-9,2
63592,258,-9,975,83,-9,-1
63593,254,-9,1000,81,-2,-3
63594,251,-7,1001,49,7,-7
63595,252,-4,998,21,-2,-10
63596,274,1,991,4,-16,0
63597,256,-8,996,-9,-27,23
63598,258,-11,987,-23,-35,33
63599,255,-11,974,-16,-34,41
63600,247,-7,986,0,-25,46
63601,241,-12,977,4,-18,22
63602,252,-13,977,8,-13,-2
63603,259,-6,986,17,-7,-16
63604,266,-3,981,22,-4,-11
63605,271,-1,994,23,-11,7
63606,261,0,996,14,-17,28
63607,255,-4,992,-2,-26,39
63608,249,-7,984,-11,-30,30
63609,260,-12,973,-4,-23,21
63610,255,-6,985,8,-16,15
63611,259,-2,989,14,-11,16
63612,248,-12,973,20,-8,9
63613,252,-8,975,36,0,-6
63614,258,-2,984,49,4,-8
63615,251,2,997,51,3,3
63616,259,-3,992,36,5,-3
63617,242,-8,981,23,5,-10
63618,249,-14,989,23,-2,-27
63619,250,-1,979,21,4,-37
63620,263,42,958,19,0,-121
63621,292,60,916,40,-42,-340
63622,331,91,978,38,-1,-558
63623,325,77,1036,102,16,-576
63624,282,96,1015,95,-36,-554
63625,370,53,1449,6,-105,-530
63626,266,81,1070,-109,-168,-433
63627,316,44,1314,-84,-377,-515
63628,233,88,910,-355,-46,-544
63629,262,119,888,-375,80,-537
63630,253,88,863,-344,97,-442
63631,306,51,1129,-129,-141,-319
63632,322,10,1210,-230,-151,-268
63633,272,55,1240,-197,-170,-298
63634,303,24,911,-12,-339,-442
63635,261,9,833,-32,-90,-425
63636,299,-8,913,56,33,-410
63637,252,6,716,266,-133,-431
63638,269,-69,789,64,228,-415
63639,299,70,1511,265,4,-592
63640,389,56,1480,68,-87,-695
63641,323,52,1029,102,-266,-713
63642,520,-72,1270,122,-119,-588
63643,264,38,956,-192,71,-435
63644,233,21,863,-201,132,-422
63645,296,-29,914,-287,95,-480
63646,259,-74,743,28,-200,-604
63647,239,-124,756,-334,-2,-583
63648,212,82,1346,-449,98,-567
63649,207,9,867,-323,-95,-639
63650,199,-12,1058,-315,269,-522
63651,331,-145,767,-5,-308,-660
63652,204,-87,749,-304,234,-609
63653,195,-7,1060,62,-169,-631
63654,190,-6,761,8,78,-452
63655,211,-136,1017,90,88,-412
63656,241,-89,1035,54,-30,-350
63657,221,-53,947,-190,-39,-216
63658,276,-52,1098,-56,-84,-77
63659,303,-99,1112,72,-66,18
63660,188,-82,982,181,-59,162
63661,177,-62,1012,84,-29,99
63662,225,-65,924,-53,24,-91
63663,339,-87,993,-13,-39,-263
63664,359,-76,1052,62,-50,-298
63665,233,12,969,33,154,-157
63666,237,-41,1033,-4,85,-123
63667,207,25,855,-198,31,-81
63668,273,-18,948,-99,36,-68
63669,252,-16,922,45,92,-37
63670,273,-29,1100,151,75,-45
63671,211,-20,1065,12,-68,-66
63672,267,-11,936,-86,-109,-37
63673,261,13,925,-27,-59,-19
63674,279,56,1085,14,30,-64
63675,280,12,1025,-49,-6,-145
63676,264,19,976,-97,-85,-116
63677,265,-32,1057,-3,-80,-44
63678,254,-2,1022,-3,-93,15
63679,240,-23,934,-100,-165,17
63680,243,7,908,-35,-128,50
63681,228,-10,962,89,-19,74
63682,210,-19,1072,28,-32,14
63683,243,-24,941,-11,-44,9
63684,263,22,1028,9,-8,4
63685,246,0,962,-1,-24,16
63686,251,10,1009,9,-14,17
63687,258,1,972,2,-21,18
63688,250,1,991,7,-19,17
63689,251,4,994,3,-20,19
63690,256,4,989,7,-16,18
63691,258,0,987,2,-21,17
63692,257,5,1002,4,-16,18
63693,255,2,979,2,-23,19
63694,248,7,993,6,-18,19
63695,245,-2,971,6,-18,18
63696,252,5,994,6,-18,18
63697,249,-3,979,6,-16,18
63698,252,6,999,3,-18,18
63699,259,0,976,2,-19,19
63700,256,2,993,7,-18,19
63701,251,5,986,4,-19,19
63702,249,2,991,4,-18,18
63703,249,4,982,6,-18,18
63704,256,6,990,4,-19,18
63705,252,0,988,4,-18,19
63706,256,4,983,4,-17,18
63707,255,3,992,4,-18,18
63708,251,5,990,5,-18,18
63709,250,5,987,4,-18,19
63710,256,2,990,4,-18,22
63711,247,0,980,6,-16,22
63712,246,-15,982,17,-7,61
63713,224,-53,974,38,4,175
63714,214,-37,946,60,43,237
63715,262,-8,1026,68,16,97
63716,248,-47,966,52,72,157
63717,222,-43,967,98,84,250
63718,215,-69,933,91,56,403
63719,240,36,1631,257,-213,462
63720,235,-76,924,25,-39,502
63721,232,-4,879,119,-18,558
63722,325,38,1358,189,-63,604
63723,293,-11,1233,156,-194,683
63724,241,-18,856,93,-228,651
63725,252,-60,794,33,-2,625
63726,200,-74,806,119,203,629
63727,182,-74,927,103,176,560
63728,220,63,976,70,-16,473
63729,270,-48,1105,5,-130,342
63730,365,32,1279,108,-98,281
63731,308,12,1348,199,65,285
63732,246,-48,871,168,156,290
63733,211,88,1016,79,23,259
63734,281,50,1142,107,-136,215
63735,249,234,854,-16,-242,175
63736,283,38,612,-256,-27,-69
63737,336,-46,938,35,140,-49
63738,276,-13,1026,128,186,153
63739,209,7,1023,77,61,215
63740,243,-43,1100,-35,-156,189
63741,238,-22,1064,-75,-298,138
63742,194,82,875,-49,-250,81
63743,268,-14,874,56,51,80
63744,259,89,976,79,161,-23
63745,274,-20,994,14,90,-46
63746,246,-19,887,-6,-68,65
63747,238,20,988,-41,-189,61
63748,244,40,853,23,-13,-91
63749,264,34,1009,42,128,-112
63750,253,37,1032,4,39,-60
63751,234,57,982,-39,-79,-15
63752,287,7,1016,14,22,14
63753,270,0,1030,-3,-47,66
63754,238,83,870,-36,-91,32
63755,290,-29,1058,6,51,9
63756,234,59,1003,9,11,64
63757,253,31,984,6,-11,32
63758,251,12,974,-3,-22,-4
63759,258,0,998,0,-14,-14
63760,257,8,995,0,-16,-3
63761,252,30,983,1,-20,9
63762,256,12,983,2,-19,9
63763,252,6,988,4,-18,9
63764,246,-8,995,4,-17,5
63765,244,-5,987,-2,-18,-7
63766,256,15,986,-1,-21,-8
63767,263,17,987,3,-18,7
63768,255,8,983,4,-18,16
63769,255,3,985,5,-20,18
63770,252,3,993,6,-16,15
63771,249,-5,984,2,-17,4
63772,248,4,982,0,-20,-11
63773,256,13,984,0,-20,-14
63774,261,10,985,2,-17,4
63775,251,2,978,4,-16,16
63776,253,5,986,6,-15,14
63777,251,-1,984,4,-18,11
63778,253,4,995,2,-18,7
63779,254,7,980,3,-22,14
63780,249,0,994,4,-17,17
63781,253,0,985,6,-18,18
63782,251,-5,984,6,-16,16
63783,252,2,988,4,-18,14
63784,254,6,988,2,-23,16
63785,257,0,991,5,-19,18
63786,251,-7,985,6,-16,16
63787,254,3,992,4,-17,13
63788,257,5,982,2,-21,13
63789,249,3,991,4,-21,17
63790,250,-2,983,4,-18,17
63791,245,-11,993,4,-13,9
63792,260,-13,991,-3,-14,-26
63793,257,-13,969,-16,-16,-70
63794,233,42,979,-10,12,-92
63795,246,-1,1015,11,26,-16
63796,246,4,1007,5,-14,16
63797,253,4,984,-4,-51,21
63798,250,1,970,0,-39,18
63799,251,4,986,9,-5,18
63800,243,9,1005,8,-7,17
63801,250,3,997,0,-39,21
63802,257,2,942,-1,-38,20
63803,254,2,984,14,10,16
63804,252,4,986,23,38,14
63805,249,10,1010,21,30,14
63806,248,10,1015,2,-28,18
63807,255,5,987,-14,-88,22
63808,265,-1,929,-18,-91,22
63809,261,4,976,16,16,14
63810,252,8,996,27,54,12
63811,248,8,1007,18,23,14
63812,249,7,1004,0,-33,17
63813,245,-1,993,-11,-74,21
63814,248,5,975,-11,-72,21
63815,255,2,968,0,-31,18
63816,251,7,984,14,9,15
63817,252,4,992,18,24,15
63818,248,2,1002,12,7,16
63819,250,5,1003,-1,-38,19
63820,250,0,993,-13,-78,22
63821,294,5,913,-7,-59,29
63822,243,6,998,15,-1,52
63823,233,2,1002,9,-18,53
63824,267,0,960,-5,-58,36
63825,238,17,1007,12,-5,30
63826,245,4,1001,11,-2,21
63827,249,2,992,1,-28,18
63828,256,0,978,2,-26,18
63829,254,3,985,9,-4,17
63830,251,0,987,13,9,16
63831,244,3,995,14,6,18
63832,247,4,991,10,-4,18
63833,249,1,989,6,-17,18
63834,256,9,988,4,-22,17
63835,254,9,985,4,-20,16
63836,253,4,985,8,-8,16
63837,252,3,991,11,1,16
63838,245,5,994,9,0,17
63839,245,1,995,5,-13,16
63840,254,3,985,2,-25,18
63841,255,7,983,0,-34,20
63842,255,5,987,2,-30,18
63843,254,6,984,4,-17,18
63844,249,0,987,7,-10,18
63845,252,2,992,8,-6,16
63846,255,6,989,9,-1,16
63847,251,5,989,10,-1,16
63848,248,5,988,9,-5,17
63849,252,6,987,7,-16,18
63850,246,-1,986,4,-23,19
63851,255,6,988,4,-25,18
63852,247,2,985,4,-21,17
63853,255,2,989,7,-12,18
63854,248,4,989,9,-5,16
63855,250,8,991,7,-11,17
63856,252,5,992,5,-17,18
63857,254,9,987,2,-23,18
63858,248,5,986,2,-24,20
63859,260,7,984,4,-23,20
63860,255,-1,985,4,-22,26
63861,252,1,988,4,-23,32
63862,251,1,996,3,-27,33
63863,245,-2,986,3,-31,28
63864,255,-1,989,1,-35,23
63865,248,3,985,4,-29,23
63866,250,2,983,4,-23,29
63867,251,2,989,7,-21,37
63868,243,0,989,7,-25,37
63869,252,4,990,3,-27,22
63870,246,1,995,2,-23,18
63871,254,5,987,4,-24,18
63872,253,3,995,4,-23,18
63873,252,5,985,6,-18,18
63874,255,5,980,7,-9,18
63875,246,1,987,9,-4,13
63876,242,1,988,7,-4,2
63877,262,5,989,7,-3,0
63878,250,9,989,5,-12,14
63879,247,2,982,2,-25,18
63880,252,-1,988,6,-19,18
63881,250,1,999,2,-20,18
63882,249,10,1002,-2,-50,19
63883,255,4,986,-15,-87,23
63884,256,-1,949,-13,-79,23
63885,256,3,972,12,3,15
63886,256,4,993,22,39,14
63887,249,5,1005,17,20,16
63888,245,9,999,4,-18,18
63889,255,0,980,0,-40,20
63890,253,8,984,2,-27,18
63891,250,1,981,9,-2,18
63892,255,-2,991,15,15,15
63893,247,1,994,14,10,14
63894,250,8,996,7,-9,16
63895,254,4,993,2,-28,18
63896,253,2,978,3,-26,18
63897,249,4,993,11,2,18
63898,242,2,1006,14,7,17
63899,249,4,1006,0,-35,19
63900,256,1,983,-11,-74,21
63901,256,0,959,-4,-51,21
63902,260,3,965,18,25,15
63903,250,2,988,36,83,11
63904,246,0,1011,31,69,12
63905,246,5,1013,11,1,17
63906,247,5,999,-9,-67,21
63907,251,1,975,-17,-91,23
63908,268,1,973,-6,-63,29
63909,249,6,975,7,-16,32
63910,251,7,988,14,14,22
63911,247,7,997,14,8,18
63912,247,9,1003,3,-23,18
63913,245,7,993,-7,-56,21
63914,254,2,976,-6,-57,21
63915,252,7,966,2,-25,19
63916,244,0,984,14,13,16
63917,243,0,994,17,21,15
63918,246,6,997,7,-7,17
63919,249,1,994,-2,-39,20
63920,251,0,984,-6,-53,20
63921,255,3,976,-1,-39,22
63922,249,3,985,5,-19,30
63923,242,7,995,7,-16,32
63924,243,0,996,4,-28,25
63925,250,0,993,0,-37,21
63926,251,1,980,1,-31,19
63927,259,1,987,4,-23,19
63928,252,5,986,6,-18,18
63929,250,3,991,7,-17,18
63930,253,3,981,4,-22,18
63931,256,-4,985,5,-16,18
63932,251,2,985,7,-9,18
63933,255,3,995,8,-9,17
63934,247,8,995,5,-17,18
63935,249,4,987,2,-25,19
63936,255,4,977,4,-17,17
63937,253,8,986,8,-4,16
63938,250,6,993,7,-9,17
63939,258,8,996,4,-21,21
63940,263,8,986,4,-28,35
63941,261,3,993,4,-37,56
63942,246,2,990,3,-44,63
63943,244,-1,987,1,-52,59
63944,251,0,983,0,-49,48
63945,252,0,982,4,-37,38
63946,249,1,985,7,-21,31
63947,253,-1,981,8,-9,23
63948,249,1,979,11,-2,15
63949,245,1,995,6,5,7
63950,258,4,989,-9,16,2
63951,257,6,988,-26,22,8
63952,255,3,987,-12,-13,24
63953,242,-2,990,11,-60,37
63954,250,-1,980,28,-84,35
63955,263,5,1021,23,-60,25
63956,247,2,976,1,0,11
63957,246,2,981,11,23,0
63958,242,3,983,33,16,-12
63959,248,2,976,14,33,-21
63960,255,-16,985,18,26,-18
63961,259,24,1011,15,15,-5
63962,252,8,994,9,-7,12
63963,249,6,999,-1,-39,20
63964,251,1,985,-8,-60,21
63965,250,-5,971,-1,-37,19
63966,249,0,976,13,11,15
63967,241,2,989,21,42,5
63968,238,3,998,19,41,-10
63969,255,7,993,14,25,-24
63970,263,12,985,11,16,-13
63971,260,5,982,15,20,4
63972,242,5,1002,16,20,14
63973,244,11,1012,4,-17,14
63974,247,7,991,-10,-65,20
63975,246,-1,968,-9,-67,21
63976,253,2,968,5,-16,18
63977,243,0,975,25,49,13
63978,226,3,1008,27,63,-1
63979,227,4,1003,9,18,-29
63980,252,12,991,-4,-27,-37
63981,274,12,982,-3,-42,-9
63982,251,3,982,0,-30,19
63983,253,3,983,7,-9,18
63984,247,5,991,11,2,16
63985,248,0,996,9,-4,16
63986,245,7,999,3,-19,18
63987,245,0,977,1,-31,17
63988,254,5,979,7,-6,7
63989,260,15,1003,16,21,8
63990,244,6,1013,11,2,16
63991,260,16,1007,-7,-63,30
63992,259,12,988,-23,-126,65
63993,245,-11,964,-18,-125,90
63994,220,-9,954,2,-47,60
63995,236,-2,974,25,51,1
63996,250,11,1010,31,87,-36
63997,254,17,1020,16,37,-33
63998,242,11,1013,-4,-46,12
63999,244,2,988,-15,-93,29
64000,250,-1,965,-8,-70,24
64001,246,-2,976,7,-14,18
64002,248,9,994,16,21,15
64003,247,15,1002,11,1,17
64004,245,5,991,0,-35,18
64005,248,8,982,-2,-41,19
64006,254,10,977,5,-13,16
64007,246,5,997,11,0,16
64008,250,5,991,7,-11,17
64009,252,0,988,2,-25,18
64010,249,6,982,4,-21,18
64011,249,6,990,7,-12,17
64012,244,3,999,4,-19,18
64013,251,5,992,1,-32,20
64014,243,0,983,2,-32,19
64015,252,6,981,2,-23,18
64016,250,9,985,6,-14,18
64017,251,8,989,7,-10,18
64018,247,3,986,7,-10,17
64019,248,12,994,7,-14,18
64020,241,3,1002,2,-32,19
64021,246,11,989,-6,-58,21
64022,253,2,981,-8,-63,23
64023,260,7,978,0,-43,32
64024,248,1,986,9,-16,42
64025,237,3,994,11,-9,33
64026,243,10,997,4,-21,21
64027,244,6,997,0,-39,20
64028,246,2,987,-3,-46,19
64029,249,1,978,0,-36,18
64030,247,2,978,9,-3,17
64031,255,5,990,18,23,16
64032,249,11,1001,16,18,16
64033,242,7,1003,6,-17,18
64034,239,5,981,-3,-46,20
64035,252,2,981,-4,-51,21
64036,251,5,981,1,-32,23
64037,245,3,976,9,-11,26
64038,253,4,988,14,11,20
64039,245,10,993,16,17,16
64040,248,8,1001,10,-2,17
64041,246,7,1000,0,-38,20
64042,252,1,985,-7,-63,21
64043,249,5,970,-5,-55,21
64044,250,2,970,7,-12,18
64045,245,2,990,18,24,15
64046,242,7,1001,18,22,15
64047,242,14,1003,6,-16,18
64048,246,5,991,-7,-58,21
64049,250,8,974,-9,-69,22
64050,249,9,973,-2,-43,18
64051,254,6,981,8,-8,18
64052,246,6,992,15,13,16
64053,249,5,995,14,9,16
64054,249,7,996,7,-8,17
64055,242,3,991,2,-25,19
64056,250,6,986,1,-36,18
64057,249,3,988,0,-34,18
64058,256,0,980,4,-19,17
64059,246,5,992,8,-4,18
64060,250,-4,989,9,-4,18
64061,245,-2,996,5,-19,18
64062,246,4,992,0,-34,18
64063,255,2,988,1,-33,19
64064,256,6,984,4,-21,18
64065,248,1,988,7,-12,18
64066,249,4,1000,4,-21,18
64067,245,8,989,-1,-39,21
64068,261,5,983,0,-38,20
64069,252,0,989,2,-29,20
64070,249,4,993,1,-31,18
64071,249,4,987,0,-43,20
64072,252,3,982,0,-37,20
64073,250,0,971,4,-20,19
64074,252,5,974,14,14,16
64075,246,9,1000,21,35,15
64076,250,9,1004,14,11,16
64077,249,9,999,2,-32,18
64078,249,7,981,-3,-46,19
64079,249,3,975,5,-18,18
64080,242,9,990,13,7,18
64081,250,8,1002,9,1,17
64082,251,7,991,0,-32,19
