# falldetect-gkl fd_studio v1
# label=walking
# mount=neck
# subject=s01
# started=2026-09-20T19:01:10
# units=accel milli-g, gyro deci-dps
# firmware=unknown
# notes=
seq,ax,ay,az,gx,gy,gz
786536,-453,-6,891,1,-11,-1
786537,-443,-15,887,-10,16,14
786538,-455,-9,902,16,-2,7
786539,-469,-16,909,16,-15,18
786540,-460,-13,920,34,-32,25
786541,-450,-3,902,43,-43,30
786542,-454,-4,907,35,-14,48
786543,-450,-4,886,26,-7,42
786544,-448,-11,898,41,6,37
786545,-455,0,903,18,37,37
786546,-450,0,896,3,39,26
786547,-467,-7,889,0,19,21
786548,-464,-5,894,7,-4,21
786549,-459,0,896,8,-32,25
786550,-459,0,909,17,-48,30
786551,-457,-4,896,10,-49,26
786552,-452,-17,902,23,-53,22
786553,-455,-6,902,32,-41,34
786554,-442,-2,902,38,-19,47
786555,-451,0,903,35,-6,46
786556,-440,-11,903,22,1,38
786557,-456,-7,905,6,-14,20
786558,-448,-5,894,16,-15,28
786559,-459,-12,900,44,-5,44
786560,-452,-16,913,42,-13,51
786561,-462,-12,862,-11,-108,12
786562,-444,11,860,24,-94,23
786563,-454,6,899,65,-17,81
786564,-469,20,914,84,-36,69
786565,-461,17,924,63,-57,35
786566,-446,8,921,36,-44,-2
786567,-441,-7,915,35,3,-17
786568,-447,-6,909,31,67,-10
786569,-456,0,900,43,98,7
786570,-477,-7,889,80,65,21
786571,-480,-2,880,67,2,44
786572,-454,11,872,38,-58,58
786573,-430,5,888,42,-111,44
786574,-431,2,898,22,-98,30
786575,-439,-4,920,-13,-51,10
786576,-440,-26,928,-101,-89,-44
786577,-447,30,844,-56,-88,-54
786578,-459,-7,923,36,0,41
786579,-463,15,922,60,-12,46
786580,-460,4,924,51,-39,33
786581,-456,-2,917,47,-35,37
786582,-449,0,897,44,-18,40
786583,-453,6,888,42,4,54
786584,-452,9,885,34,9,54
786585,-447,9,878,6,-6,46
786586,-448,10,879,7,-49,32
786587,-456,0,900,18,-88,28
786588,-457,2,905,4,-109,25
786589,-451,-8,917,4,-114,25
786590,-440,-5,910,-7,-106,21
786591,-467,-41,904,-65,-172,7
786592,-454,-36,929,-84,-196,-18
786593,-321,45,644,19,-616,-203
786594,-549,-60,889,-129,-989,-333
786595,-421,52,842,-394,-687,-278
786596,-437,26,953,-166,-404,-30
786597,-456,-27,941,106,-351,32
786598,-510,-3,935,124,-498,-6
786599,-458,9,1011,-62,-494,16
786600,-315,-33,889,-119,-369,35
786601,-321,-68,954,224,-224,83
786602,-396,10,892,264,88,161
786603,-384,26,868,50,262,136
786604,-561,49,1035,-122,323,44
786605,-508,0,1066,-329,316,22
786606,-457,-34,983,-25,154,49
786607,-423,-40,950,161,168,150
786608,-395,-59,886,98,298,247
786609,-355,-23,798,44,385,294
786610,-383,11,774,102,343,303
786611,-435,40,814,85,203,258
786612,-436,81,837,-12,-12,132
786613,-457,50,856,-42,-239,0
786614,-436,-3,934,-56,-324,-95
786615,-420,-27,952,-109,-237,-93
786616,-427,-28,980,-73,-112,-47
786617,-454,-17,988,9,8,11
786618,-460,10,972,32,100,58
786619,-441,0,932,38,118,71
786620,-419,-9,891,55,91,66
786621,-422,-1,872,60,77,84
786622,-421,3,865,63,41,83
786623,-428,23,877,46,-22,55
786624,-428,24,897,19,-61,28
786625,-437,-4,933,-10,-74,-1
786626,-433,7,939,-68,-67,-46
786627,-438,0,944,-84,-16,-35
786628,-437,-23,942,-32,27,-5
786629,-445,-12,935,11,58,32
786630,-436,1,909,29,62,67
786631,-440,0,910,37,37,68
786632,-424,9,882,8,12,45
786633,-430,5,881,-21,-13,30
786634,-427,4,886,-22,-53,15
786635,-434,2,905,-42,-84,0
786636,-436,6,922,-32,-96,-9
786637,-449,12,954,-42,-73,-5
786638,-469,33,930,-195,-31,-7
786639,-411,-6,880,-197,-95,-67
786640,-413,-15,915,-135,-117,-84
786641,-400,-15,872,-165,-46,-60
786642,-433,-24,902,-86,-12,-28
786643,-443,-2,928,-84,-15,-21
786644,-453,0,912,-105,-69,-33
786645,-435,-20,917,-65,-126,-37
786646,-424,-22,927,-23,-121,-24
786647,-420,-21,930,-8,-47,15
786648,-437,-5,930,19,12,41
786649,-439,4,903,7,28,36
786650,-433,-11,889,7,1,26
786651,-425,-14,886,11,-45,21
786652,-416,-9,896,20,-76,24
786653,-423,-14,919,24,-82,23
786654,-427,-9,920,18,-69,21
786655,-434,-1,915,7,-60,18
786656,-429,-13,921,14,-60,13
786657,-427,-16,920,11,-51,17
786658,-426,-7,922,7,-36,18
786659,-426,-6,914,7,-20,23
786660,-428,-3,916,3,-18,19
786661,-426,-6,909,-2,-30,10
786662,-422,-7,907,-6,-35,7
786663,-420,-13,906,4,-40,10
786664,-427,-8,911,13,-46,16
786665,-425,-5,920,21,-50,22
786666,-429,-8,912,21,-51,20
786667,-425,-12,918,30,-48,25
786668,-419,-12,917,28,-45,26
786669,-421,-10,915,23,-37,28
786670,-421,-12,921,22,-23,24
786671,-426,-14,914,21,-7,23
786672,-426,-8,913,18,-2,27
786673,-429,-7,900,21,-14,26
786674,-426,-23,904,35,-29,29
786675,-424,-18,897,39,-28,59
786676,-437,2,916,66,-56,81
786677,-435,11,924,88,-107,68
786678,-414,13,920,15,-116,25
786679,-414,-12,919,-6,-80,8
786680,-421,-5,925,-14,-25,2
786681,-434,-16,921,-14,14,7
786682,-447,-1,926,2,16,21
786683,-444,-6,916,10,-13,36
786684,-430,-7,904,23,-62,33
786685,-411,-7,908,15,-74,30
786686,-411,-14,909,18,-56,33
786687,-411,-1,904,22,-38,38
786688,-419,-7,919,27,-42,35
786689,-433,4,920,18,-46,42
786690,-439,-10,921,28,-67,45
786691,-419,-9,907,28,-84,61
786692,-413,0,924,53,-107,46
786693,-410,-5,919,37,-70,48
786694,-410,5,923,29,-34,44
786695,-425,-7,924,29,-7,52
786696,-424,-8,910,32,-17,56
786697,-423,2,917,53,-51,59
786698,-419,-3,911,50,-65,60
786699,-418,-3,915,53,-60,56
786700,-408,-4,907,33,-41,67
786701,-420,8,921,49,-54,58
786702,-423,5,933,37,-61,51
786703,-412,6,924,14,-72,34
786704,-416,9,931,-13,-70,13
786705,-411,-2,922,-35,-59,-9
786706,-427,2,917,-40,-58,-19
786707,-417,7,912,-37,-63,-18
786708,-422,-2,923,-21,-80,-1
786709,-422,0,920,-32,-93,4
786710,-409,-4,913,-37,-101,11
786711,-415,4,924,-18,-111,11
786712,-409,3,914,-47,-102,-2
786713,-406,-7,918,-51,-102,-19
786714,-417,-27,948,-70,-122,-32
786715,-402,-1,912,-87,-184,-97
786716,-401,8,910,-37,-158,-61
786717,-410,-16,934,2,-99,3
786718,-413,-4,940,25,-72,22
786719,-410,0,934,18,-32,28
786720,-405,-3,935,38,2,39
786721,-406,-1,914,32,17,45
786722,-408,-2,907,34,1,41
786723,-410,-3,902,29,-16,39
786724,-408,-6,913,32,-34,37
786725,-412,-4,921,29,-46,34
786726,-409,0,932,25,-60,28
786727,-403,-9,935,21,-60,28
786728,-412,-5,940,27,-44,29
786729,-404,8,926,12,-20,26
786730,-406,-4,919,0,-7,19
786731,-407,-3,914,-11,-4,11
786732,-412,0,914,-5,-16,12
786733,-409,0,924,9,-28,20
786734,-414,-6,925,12,-37,24
786735,-404,-3,927,9,-36,25
786736,-404,-1,922,13,-29,23
786737,-409,-2,928,8,-18,21
786738,-406,-4,928,4,-13,18
786739,-407,0,918,-11,-16,11
786740,-408,-5,918,-3,-22,11
786741,-411,-1,923,2,-25,18
786742,-407,0,927,0,-30,15
786743,-406,-9,916,4,-35,18
786744,-403,-3,926,7,-28,21
786745,-409,2,922,8,-18,21
786746,-406,0,928,4,-14,18
786747,-406,-6,918,1,-21,15
786748,-404,-6,921,6,-25,18
786749,-407,-8,921,10,-26,21
786750,-413,-2,923,8,-27,21
786751,-410,-3,923,6,-35,16
786752,-403,-7,931,12,-33,17
786753,-417,2,921,0,-31,16
786754,-410,-3,923,-1,-36,12
786755,-405,-4,922,-2,-35,13
786756,-405,-2,935,14,-28,18
786757,-411,0,929,-6,-21,15
786758,-409,-1,927,-7,-35,8
786759,-401,-1,904,-3,-51,5
786760,-410,-7,927,4,-38,18
786761,-404,0,929,14,-38,23
786762,-411,-13,935,10,-25,25
786763,-398,-7,926,18,-8,23
786764,-407,-3,921,9,15,26
786765,-408,0,912,17,2,28
786766,-405,0,918,13,-21,25
786767,-405,-7,928,27,-40,30
786768,-407,0,926,24,-40,34
786769,-403,4,932,19,-40,32
786770,-401,1,931,7,-26,20
786771,-402,-7,929,0,-12,12
786772,-410,-2,929,-1,-3,16
786773,-409,0,928,7,-10,20
786774,-402,-1,928,7,-25,18
786775,-400,0,922,5,-35,21
786776,-399,-13,914,3,-36,22
786777,-403,-2,926,7,-38,23
786778,-400,4,917,4,-42,25
786779,-406,5,919,1,-50,16
786780,-401,-10,916,-6,-49,6
786781,-403,-2,931,0,-39,9
786782,-408,-3,935,7,-22,17
786783,-407,-10,932,16,-16,28
786784,-409,0,932,21,-4,33
786785,-399,-9,921,20,4,32
786786,-397,-8,911,18,1,29
786787,-399,0,917,23,-25,24
786788,-405,-5,926,32,-37,25
786789,-398,-3,935,28,-27,28
786790,-415,-3,933,24,-7,31
786791,-402,4,920,23,8,32
786792,-405,-5,921,23,13,31
786793,-404,0,919,25,4,34
786794,-406,0,919,27,-13,32
786795,-405,3,925,22,-29,27
786796,-400,-2,933,16,-28,21
786797,-402,-3,929,9,-11,18
786798,-407,-1,930,7,0,19
786799,-407,-6,924,7,2,21
786800,-409,-1,923,11,2,24
786801,-405,0,914,17,-6,28
786802,-408,4,913,18,-21,28
786803,-402,-1,918,14,-35,25
786804,-406,-3,919,13,-39,22
786805,-409,-5,931,16,-33,23
786806,-410,0,925,24,-28,28
786807,-407,-6,937,31,-28,31
786808,-403,8,920,18,-10,31
786809,-409,0,929,16,-6,25
786810,-401,6,918,6,-7,19
786811,-408,-2,930,4,-8,16
786812,-405,5,925,2,-9,16
786813,-406,2,928,0,-8,16
786814,-407,-1,921,2,-9,17
786815,-403,5,919,0,-11,18
786816,-402,0,918,9,-21,18
786817,-403,1,923,2,-29,18
786818,-394,0,920,1,-29,14
786819,-398,-4,923,8,-18,16
786820,-411,1,925,13,-7,25
786821,-410,1,917,15,-14,27
786822,-409,0,920,11,-28,23
786823,-404,2,926,16,-35,23
786824,-403,4,923,18,-35,25
786825,-409,0,931,14,-32,22
786826,-411,0,923,7,-28,17
786827,-404,-6,925,11,-19,20
786828,-406,0,924,19,-9,28
786829,-392,3,930,25,-9,31
786830,-402,-2,915,28,-14,32
786831,-402,0,925,28,-14,34
786832,-411,4,919,28,-14,32
786833,-411,2,925,26,-16,30
786834,-411,0,924,20,-23,27
786835,-403,3,928,22,-30,23
786836,-400,1,926,23,-21,30
786837,-410,6,931,35,-14,37
786838,-406,5,923,30,-10,34
786839,-409,3,919,23,-14,29
786840,-412,0,918,16,-16,24
786841,-407,4,930,20,-11,25
786842,-411,-3,910,28,-18,36
786843,-407,6,929,42,-36,42
786844,-403,5,917,39,-42,41
786845,-402,6,929,35,-38,36
786846,-401,6,926,24,-32,28
786847,-403,1,930,30,-33,26
786848,-413,7,921,28,-37,31
786849,-412,20,923,28,-49,32
786850,-404,6,933,12,-58,27
786851,-409,12,929,-8,-79,6
786852,-407,8,938,-22,-81,-4
786853,-399,0,930,-8,-68,-2
786854,-396,8,935,-18,-40,7
786855,-401,8,939,-15,-36,12
786856,-395,7,935,-11,-32,9
786857,-403,4,931,-15,-28,10
786858,-406,0,930,-7,-25,15
786859,-408,11,927,-10,-25,14
786860,-395,6,929,-12,-21,9
786861,-399,1,927,-9,-5,10
786862,-405,0,933,-4,12,14
786863,-408,6,921,1,17,21
786864,-403,9,926,3,7,23
786865,-401,3,914,0,-10,18
786866,-403,13,905,-21,-23,12
786867,-398,-2,923,-22,-41,4
786868,-406,0,926,-12,-49,2
786869,-410,0,932,-23,-46,6
786870,-407,4,935,-15,-47,10
786871,-412,5,924,-26,-46,7
786872,-396,-4,916,-26,-35,4
786873,-396,-2,926,-17,-19,7
786874,-406,3,926,-7,-17,12
786875,-399,-2,926,0,-32,17
786876,-401,0,925,4,-40,19
# samples=595
# gaps=1
