# falldetect-gkl fd_studio v1
# label=walking
# mount=neck
# subject=s01
# started=2026-09-20T19:01:14
# units=accel milli-g, gyro deci-dps
# firmware=unknown
# notes=
seq,ax,ay,az,gx,gy,gz
787282,-395,1,928,28,-45,36
787283,-400,11,929,29,-49,35
787284,-400,2,930,23,-55,31
787285,-400,8,933,21,-60,29
787286,-397,6,931,17,-58,26
787287,-400,1,933,18,-53,28
787288,-392,-1,926,25,-47,32
787289,-393,0,927,42,-38,37
787290,-399,1,930,56,-33,49
787291,-400,8,930,57,-58,39
787292,-405,2,925,61,-83,42
787293,-395,6,918,72,-111,41
787294,-385,3,925,85,-122,50
787295,-397,5,935,94,-128,53
787296,-401,7,943,88,-130,45
787297,-386,23,932,74,-134,28
787298,-386,9,944,77,-113,43
787299,-388,14,938,65,-89,46
787300,-392,20,927,53,-67,46
787301,-394,17,956,34,-58,27
787302,-387,27,934,-12,-52,-2
787303,-376,-9,930,-2,-28,-4
787304,-389,16,917,16,-2,25
787305,-406,11,942,40,-9,63
787306,-398,23,935,63,-72,58
787307,-372,9,928,43,-86,45
787308,-369,16,926,25,-47,32
787309,-380,22,930,6,1,21
787310,-395,21,934,0,17,10
787311,-394,2,929,-4,7,8
787312,-394,9,931,19,-17,26
787313,-392,16,935,32,-39,40
787314,-382,17,935,33,-49,37
787315,-381,17,935,21,-37,28
787316,-386,10,939,14,-12,22
787317,-396,17,936,4,-3,18
787318,-390,16,924,0,-22,9
787319,-406,8,920,5,-49,12
787320,-384,11,930,14,-61,19
787321,-397,15,937,19,-51,25
787322,-380,25,936,11,-35,17
787323,-383,12,926,1,-15,16
787324,-384,13,927,3,-2,19
787325,-391,18,925,11,-8,30
787326,-384,16,928,18,-35,30
787327,-387,15,924,29,-55,32
787328,-387,19,933,18,-59,25
787329,-380,20,937,15,-56,11
787330,-384,16,931,9,-28,14
787331,-387,19,936,11,-11,21
787332,-382,11,931,18,-13,24
787333,-378,13,930,18,-18,26
787334,-388,15,932,25,-20,28
787335,-389,20,942,30,-17,28
787336,-393,16,930,25,-14,30
787337,-382,14,929,25,-16,30
787338,-388,20,933,20,-16,28
787339,-384,16,933,18,-17,23
787340,-387,12,931,16,-18,20
787341,-382,21,932,17,-12,22
787342,-391,23,938,15,-7,25
787343,-388,25,928,6,-11,20
787344,-394,12,925,4,-9,22
787345,-389,13,917,12,-13,25
787346,-386,21,929,21,-25,30
787347,-391,17,934,20,-44,29
787348,-383,17,941,16,-53,20
787349,-384,20,937,4,-50,16
787350,-388,18,937,0,-56,7
787351,-390,11,939,0,-47,11
787352,-385,15,937,-1,-35,19
787353,-384,16,928,7,-32,22
787354,-384,23,927,-4,-30,18
787355,-378,16,923,-4,-37,11
787356,-382,15,936,-2,-50,10
787357,-384,19,930,-7,-60,4
787358,-383,13,932,0,-67,3
787359,-383,12,929,1,-57,15
787360,-385,16,936,13,-55,21
787361,-381,22,934,13,-56,18
787362,-380,20,933,13,-51,16
787363,-381,20,929,12,-52,16
787364,-378,17,941,16,-55,19
787365,-386,18,931,15,-63,14
787366,-383,16,935,18,-59,14
787367,-378,19,933,12,-42,19
787368,-378,20,932,14,-30,21
787369,-387,23,933,9,-22,21
787370,-380,20,931,6,-18,22
787371,-383,15,937,9,-25,24
787372,-378,34,935,8,-41,15
787373,-386,14,942,4,-49,15
787374,-382,18,936,-2,-50,9
787375,-375,20,938,0,-40,10
787376,-382,24,941,-3,-30,9
787377,-382,23,935,-4,-25,10
787378,-381,20,933,-2,-27,8
787379,-378,16,932,1,-29,11
787380,-372,15,917,9,-34,16
787381,-387,13,920,29,-55,20
787382,-385,32,935,16,-82,15
787383,-373,6,938,14,-98,5
787384,-379,19,943,0,-104,-6
787385,-375,10,940,9,-85,5
787386,-372,14,936,18,-60,17
787387,-376,20,937,28,-46,28
787388,-366,8,917,56,-35,46
787389,-391,18,940,69,-42,56
787390,-389,38,947,30,-76,29
787391,-383,8,947,2,-91,9
787392,-379,6,949,-5,-62,4
787393,-372,24,949,4,-16,16
787394,-373,13,943,4,18,25
787395,-379,20,925,1,26,23
787396,-377,22,920,0,9,18
787397,-376,12,917,14,-12,21
787398,-382,28,935,15,-53,23
787399,-378,16,949,18,-105,15
787400,-369,24,943,2,-137,-14
787401,-360,11,920,-3,-110,-6
787402,-361,13,942,10,-46,13
787403,-382,26,955,11,-4,15
787404,-377,12,948,-1,16,11
787405,-372,12,936,4,20,18
787406,-375,26,934,16,14,30
787407,-377,16,923,12,3,28
787408,-372,23,928,2,-21,14
787409,-371,18,925,-2,-46,7
787410,-366,18,944,8,-55,10
787411,-372,18,952,10,-40,15
787412,-370,15,957,11,-17,20
787413,-369,19,935,11,1,23
787414,-375,20,929,11,11,25
787415,-372,20,920,11,2,25
787416,-381,32,960,5,-28,22
787417,-356,34,934,-35,-48,7
787418,-354,-8,933,-18,-13,-16
787419,-372,20,937,0,32,9
787420,-385,35,953,6,25,21
787421,-379,18,935,4,-21,14
787422,-371,9,921,15,-51,27
787423,-378,21,934,31,-58,38
787424,-374,26,951,18,-53,27
787425,-368,24,950,0,-37,11
787426,-368,16,939,-3,-11,13
787427,-378,21,942,6,-2,21
787428,-375,17,933,11,-7,25
787429,-374,16,932,18,-21,28
787430,-368,19,934,21,-28,28
787431,-368,21,940,16,-30,21
787432,-371,14,943,6,-23,15
787433,-377,16,938,3,-14,16
787434,-369,23,942,6,-7,20
787435,-374,20,934,8,-5,20
787436,-369,22,938,2,-3,18
787437,-373,17,939,3,-2,17
787438,-373,20,932,0,-6,14
787439,-375,21,932,0,-14,15
787440,-371,19,935,4,-19,17
787441,-376,18,939,12,-20,21
787442,-368,20,940,12,-19,23
787443,-371,15,930,14,-28,22
787444,-375,17,936,16,-30,21
787445,-373,17,940,21,-31,23
787446,-381,24,945,16,-24,25
787447,-375,21,936,16,-17,25
787448,-376,21,934,18,-10,30
787449,-371,25,937,14,-11,27
787450,-371,24,929,9,-18,20
787451,-374,19,935,7,-24,18
787452,-378,21,940,10,-28,20
787453,-379,19,945,13,-30,23
787454,-374,17,939,12,-30,23
787455,-369,22,936,13,-22,23
787456,-377,19,933,11,-14,21
787457,-375,24,941,7,-12,18
787458,-374,24,943,4,-11,17
787459,-374,20,939,7,-11,19
787460,-371,13,940,11,-8,23
787461,-378,25,938,12,-5,25
787462,-371,23,934,7,-4,20
787463,-370,21,939,4,-7,17
787464,-375,21,932,7,-11,17
787465,-377,24,935,7,-18,17
787466,-375,22,941,9,-18,19
787467,-375,16,942,4,-8,19
787468,-371,18,931,5,3,18
787469,-372,24,937,5,11,18
787470,-380,19,932,9,14,18
787471,-376,25,938,8,7,19
787472,-378,20,930,3,-7,18
787473,-371,23,931,0,-24,16
787474,-371,17,938,1,-30,14
787475,-379,22,944,5,-19,16
787476,-382,30,946,0,-11,16
787477,-373,21,925,-9,-22,5
787478,-376,14,934,2,-21,12
787479,-378,25,942,10,0,23
787480,-383,24,943,2,5,17
787481,-375,19,933,-22,7,13
787482,-374,13,933,4,-11,13
787483,-370,19,936,8,-4,24
787484,-381,26,946,23,-7,25
787485,-377,14,941,9,2,23
787486,-376,18,936,11,6,24
787487,-372,25,930,7,7,26
787488,-385,28,928,6,-5,23
787489,-375,16,938,-2,-21,14
787490,-378,19,926,-4,-28,12
787491,-375,15,943,4,-30,18
787492,-383,23,937,11,-32,21
787493,-371,13,940,7,-37,19
787494,-370,16,939,9,-39,19
787495,-377,24,931,8,-30,24
787496,-373,24,931,8,-27,21
787497,-379,20,934,8,-22,20
787498,-378,23,937,12,-21,23
787499,-375,26,935,11,-28,24
787500,-378,22,935,15,-36,25
787501,-371,24,935,15,-35,25
787502,-379,21,939,9,-29,20
787503,-378,22,935,2,-21,16
787504,-375,21,937,2,-14,14
787505,-378,20,938,6,-18,18
787506,-378,19,939,9,-24,23
787507,-370,24,937,6,-25,25
787508,-369,20,930,6,-30,22
787509,-369,20,934,4,-32,17
787510,-375,23,934,-2,-38,12
787511,-375,21,939,0,-53,10
787512,-369,19,949,6,-58,18
787513,-365,21,949,16,-47,23
787514,-360,19,942,17,-26,28
787515,-365,22,937,19,-3,30
787516,-375,31,936,16,6,28
787517,-376,26,929,16,0,22
787518,-375,16,927,14,-18,21
787519,-371,22,935,19,-39,22
787520,-378,27,937,23,-55,25
787521,-377,21,939,27,-65,24
787522,-369,24,947,21,-53,23
787523,-374,25,945,18,-38,24
787524,-371,21,940,9,-21,25
787525,-378,27,937,9,-16,23
787526,-376,26,931,10,-20,22
787527,-374,23,936,12,-30,23
787528,-371,26,937,7,-44,18
787529,-371,22,942,7,-46,17
787530,-370,23,941,11,-37,20
787531,-379,26,940,5,-29,18
787532,-365,25,937,-1,-21,16
787533,-368,22,934,-1,-16,16
787534,-370,23,930,1,-14,18
787535,-369,28,932,0,-21,16
787536,-370,19,933,0,-33,13
787537,-365,23,940,1,-39,14
787538,-370,32,938,0,-39,14
787539,-366,27,950,-2,-28,13
787540,-365,12,948,0,2,13
787541,-375,27,942,0,28,17
787542,-376,21,923,2,25,19
787543,-368,23,924,2,3,20
787544,-370,25,925,9,-23,21
787545,-367,24,933,11,-49,20
787546,-363,24,943,9,-55,16
787547,-364,23,950,4,-30,14
787548,-373,24,950,4,13,21
787549,-372,28,937,0,32,21
787550,-374,11,936,7,26,21
787551,-372,23,931,3,31,23
787552,-370,30,933,7,25,23
787553,-379,26,931,2,9,19
787554,-379,25,928,2,-14,18
787555,-376,25,922,1,-38,18
787556,-368,26,937,14,-57,18
787557,-370,19,950,8,-46,19
787558,-377,22,947,4,-31,16
787559,-374,16,940,-6,-16,13
787560,-376,30,941,1,-9,19
787561,-377,24,935,5,-8,25
787562,-378,26,931,2,-23,19
787563,-371,20,932,-6,-42,12
787564,-374,23,937,0,-51,12
787565,-378,24,942,3,-44,15
787566,-371,18,952,3,-31,16
787567,-370,22,938,1,-8,19
787568,-369,30,930,2,1,20
787569,-371,29,933,0,0,18
787570,-373,19,929,2,-12,14
787571,-370,21,934,11,-27,19
787572,-371,26,943,20,-37,24
787573,-369,22,944,17,-32,25
787574,-365,26,947,13,-14,23
787575,-373,20,940,14,0,24
787576,-374,17,933,18,0,27
787577,-373,23,929,19,-18,26
787578,-373,19,924,22,-39,28
787579,-371,21,936,27,-53,29
787580,-373,20,943,25,-42,28
787581,-376,24,949,23,-23,25
787582,-368,20,933,24,-4,29
787583,-378,23,933,32,0,34
787584,-368,23,923,37,-1,41
787585,-383,42,939,38,-21,43
787586,-382,36,936,0,-65,14
787587,-359,4,930,2,-84,2
787588,-365,18,948,33,-55,28
787589,-376,39,958,43,-26,43
787590,-377,28,939,23,-16,32
787591,-364,23,922,9,-18,24
787592,-369,25,928,22,-39,28
787593,-373,29,940,32,-67,25
787594,-374,23,941,33,-79,25
787595,-371,25,946,30,-79,23
787596,-369,25,944,25,-66,21
787597,-367,30,939,23,-46,23
787598,-365,26,942,25,-28,28
787599,-371,27,942,23,-17,29
787600,-371,34,943,18,-16,25
787601,-382,49,993,-15,-26,12
787602,-366,27,937,-74,-16,-17
787603,-345,-13,920,-27,35,-13
787604,-376,40,927,12,89,46
787605,-400,56,937,24,16,37
787606,-369,11,914,-4,-69,12
787607,-360,18,929,29,-104,27
787608,-369,42,954,37,-89,35
787609,-366,29,960,19,-59,17
787610,-359,15,958,4,3,14
787611,-370,34,948,11,51,28
787612,-374,36,933,4,53,25
787613,-367,22,910,7,14,21
787614,-370,28,916,18,-28,25
787615,-373,27,933,25,-62,25
787616,-379,28,943,20,-74,21
787617,-360,30,953,18,-57,22
787618,-359,27,953,11,-19,25
787619,-368,30,943,0,9,20
787620,-365,21,926,-3,13,18
787621,-372,26,928,5,-11,19
787622,-371,34,939,12,-47,22
787623,-364,34,941,11,-68,18
787624,-358,18,955,7,-51,16
787625,-370,27,957,5,-8,18
787626,-370,30,944,2,23,19
787627,-375,29,940,0,29,17
787628,-372,29,924,0,11,18
787629,-374,27,933,7,-15,19
787630,-371,28,931,8,-28,19
787631,-368,23,938,10,-29,18
787632,-365,28,937,7,-20,18
787633,-366,30,935,11,-9,22
787634,-376,33,936,11,-11,23
787635,-365,32,936,6,-28,19
787636,-366,26,935,7,-37,18
787637,-371,30,937,8,-32,19
787638,-362,33,946,3,-34,16
787639,-365,27,941,7,-42,12
787640,-364,27,945,11,-42,20
787641,-367,36,948,14,-35,24
787642,-363,26,944,10,-22,22
787643,-368,29,938,7,-7,21
787644,-373,28,937,2,0,18
787645,-372,22,935,0,-18,16
787646,-371,26,927,9,-49,18
787647,-367,26,933,20,-70,24
787648,-355,29,947,20,-72,24
787649,-365,27,950,17,-50,22
787650,-391,47,1009,-9,-25,14
787651,-349,23,928,-71,9,-18
787652,-357,-11,915,-14,60,-2
787653,-391,45,926,21,97,52
787654,-387,50,931,14,2,25
787655,-355,7,908,-20,-75,2
787656,-364,22,924,14,-97,18
787657,-379,43,960,15,-89,22
787658,-364,22,960,-9,-74,2
787659,-356,17,950,-14,-27,5
787660,-364,31,956,2,29,23
787661,-361,36,951,0,58,25
787662,-365,29,944,-7,65,19
787663,-381,32,934,-23,56,16
787664,-388,39,939,-33,17,9
787665,-361,24,943,-44,-30,-9
787666,-369,21,957,-53,-23,-6
787667,-372,31,965,-81,24,-14
787668,-377,32,967,-115,72,-30
787669,-377,34,958,-156,100,-56
787670,-374,16,938,-191,106,-88
787671,-368,-7,901,-202,95,-88
787672,-388,21,915,-185,62,-56
787673,-392,44,930,-192,-2,-60
787674,-380,28,932,-186,-73,-74
787675,-379,23,949,-240,-97,-116
787676,-371,5,954,-302,-57,-142
787677,-369,3,957,-333,-4,-151
787678,-375,-4,954,-311,39,-133
787679,-376,0,956,-293,51,-121
787680,-370,-1,935,-297,61,-119
787681,-365,1,921,-285,75,-118
787682,-385,-23,943,-257,64,-119
787683,-358,-8,920,-283,75,-120
787684,-376,-15,939,-244,88,-110
787685,-377,-20,949,-224,105,-98
787686,-386,-21,945,-195,122,-80
787687,-376,-22,934,-173,143,-58
787688,-386,-23,924,-169,170,-35
787689,-390,-16,931,-157,177,-25
787690,-385,-15,920,-157,168,-27
787691,-391,-12,918,-163,141,-39
787692,-371,-20,915,-180,130,-59
787693,-381,-36,916,-177,137,-68
787694,-391,-27,919,-172,154,-74
787695,-395,-35,915,-177,162,-62
787696,-392,-35,920,-158,170,-53
787697,-391,-40,920,-142,179,-42
787698,-400,-44,925,-130,177,-30
787699,-399,-38,920,-102,172,-25
787700,-409,-54,930,-77,170,-11
787701,-409,-42,922,-72,151,0
787702,-406,-41,912,-47,116,9
787703,-404,-40,911,-25,75,20
787704,-402,-35,922,-16,35,21
787705,-396,-27,918,-5,15,15
787706,-415,-46,944,13,6,24
787707,-404,-25,928,-42,-3,10
787708,-411,-37,935,-22,-16,4
787709,-404,-32,934,-44,-12,-9
787710,-400,-40,931,-65,11,-13
787711,-402,-39,933,-58,33,-11
787712,-410,-46,937,-81,53,-21
787713,-403,-22,941,-125,79,-35
787714,-402,-40,939,-145,123,-37
787715,-417,-42,949,-165,139,-71
787716,-398,-45,919,-231,205,-76
787717,-420,-51,931,-190,219,-82
787718,-429,-56,925,-164,214,-79
787719,-424,-60,911,-191,215,-59
787720,-420,-64,902,-149,180,-35
787721,-412,-67,897,-97,149,-14
787722,-411,-58,888,-92,140,11
787723,-417,-62,881,-72,111,21
787724,-431,-58,889,-48,56,18
787725,-423,-56,885,-33,-13,14
787726,-429,-64,887,-18,-81,14
787727,-421,-66,901,2,-128,21
787728,-420,-67,918,22,-143,30
787729,-416,-66,935,36,-121,47
787730,-419,-57,945,35,-83,61
787731,-418,-50,940,32,-47,62
787732,-410,-40,929,21,-11,56
787733,-419,-43,927,2,19,42
787734,-411,-49,913,-11,41,22
787735,-420,-54,904,-14,51,14
787736,-420,-55,898,-6,37,15
787737,-421,-63,894,16,0,24
787738,-423,-64,891,42,-53,39
787739,-415,-60,897,73,-103,53
787740,-409,-51,910,93,-121,64
787741,-408,-50,918,91,-111,66
787742,-415,-40,929,91,-98,58
787743,-421,-43,928,77,-88,54
787744,-417,-41,924,60,-80,46
787745,-413,-47,925,51,-71,37
787746,-413,-50,921,49,-58,31
787747,-407,-53,910,44,-38,30
787748,-410,-55,917,56,-23,37
